Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 374536
Background: 314.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	75
1	101
2	81
3	62
4	103
5	57
6	93
7	63
8	74
9	29
10	56
11	86
12	49
13	59
14	31
15	73
16	88
17	80
18	72
19	72
20	57
21	73
22	95
23	99
24	41
25	78
26	75
27	92
28	77
29	62
30	98
31	85
32	39
33	56
34	73
35	59
36	65
37	61
38	129
39	106
40	79
41	78
42	82
43	82
44	58
45	93
46	83
47	60
48	123
49	64
50	92
51	62
52	72
53	68
54	50
55	101
56	69
57	114
58	92
59	90
60	76
61	81
62	72
63	83
64	91
65	71
66	80
67	74
68	48
69	65
70	96
71	89
72	87
73	74
74	65
75	83
76	83
77	88
78	81
79	54
80	62
81	69
82	59
83	107
84	53
85	67
86	100
87	60
88	86
89	40
90	101
91	107
92	64
93	121
94	65
95	76
96	152
97	112
98	105
99	113
100	94
101	206
102	127
103	73
104	57
105	79
106	53
107	58
108	54
109	65
110	125
111	186
112	65
113	106
114	70
115	91
116	72
117	90
118	77
119	80
120	51
121	68
122	110
123	49
124	97
125	79
126	71
127	99
128	64
129	117
130	145
131	144
132	59
133	94
134	67
135	88
136	112
137	71
138	58
139	54
140	70
141	64
142	73
143	84
144	93
145	102
146	84
147	114
148	97
149	39
150	183
151	195
152	135
153	125
154	57
155	117
156	73
157	102
158	119
159	128
160	155
161	174
162	85
163	64
164	74
165	60
166	90
167	106
168	74
169	92
170	48
171	82
172	75
173	74
174	69
175	82
176	58
177	68
178	88
179	58
180	67
181	70
182	96
183	179
184	205
185	83
186	74
187	110
188	81
189	95
190	55
191	85
192	69
193	54
194	62
195	44
196	78
197	53
198	67
199	58
200	62
201	88
202	113
203	103
204	63
205	86
206	54
207	83
208	65
209	74
210	86
211	69
212	66
213	91
214	68
215	65
216	90
217	100
218	78
219	53
220	116
221	104
222	106
223	202
224	174
225	183
226	68
227	73
228	56
229	92
230	102
231	94
232	54
233	121
234	117
235	75
236	99
237	153
238	74
239	45
240	87
241	88
242	70
243	86
244	72
245	118
246	56
247	96
248	133
249	110
250	101
251	106
252	83
253	86
254	87
255	77
256	53
257	63
258	77
259	111
260	72
261	114
262	76
263	68
264	98
265	90
266	70
267	86
268	61
269	55
270	125
271	44
272	50
273	54
274	62
275	105
276	97
277	67
278	80
279	106
280	91
281	83
282	97
283	62
284	104
285	90
286	98
287	92
288	82
289	54
290	102
291	51
292	75
293	78
294	43
295	108
296	100
297	104
298	95
299	146
300	132
301	155
302	218
303	113
304	81
305	86
306	79
307	91
308	75
309	76
310	69
311	71
312	55
313	80
314	79
315	62
316	85
317	102
318	181
319	111
320	76
321	81
322	81
323	68
324	111
325	108
326	71
327	52
328	97
329	82
330	83
331	107
332	98
333	59
334	86
335	77
336	36
337	61
338	75
339	72
340	75
341	68
342	55
343	63
344	88
345	176
346	102
347	150
348	127
349	73
350	113
351	163
352	98
353	69
354	95
355	74
356	113
357	52
358	56
359	80
360	73
361	36
362	124
363	89
364	70
365	88
366	64
367	82
368	141
369	56
370	99
371	74
372	73
373	108
374	82
375	76
376	41
377	74
378	59
379	65
380	92
381	95
382	85
383	62
384	64
385	78
386	57
387	99
388	113
389	125
390	81
391	105
392	59
393	91
394	94
395	68
396	89
397	85
398	79
399	140
400	98
401	120
402	92
403	45
404	66
405	74
406	64
407	116
408	127
409	86
410	88
411	150
412	147
413	74
414	58
415	61
416	82
417	82
418	79
419	75
420	101
421	69
422	56
423	75
424	93
425	65
426	112
427	120
428	107
429	96
