Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 234748
Background: 2134.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	209
1	148
2	87
3	121
4	173
5	75
6	100
7	85
8	121
9	98
10	97
11	78
12	121
13	107
14	59
15	113
16	72
17	119
18	105
19	101
20	118
21	109
22	87
23	90
24	125
25	82
26	90
27	72
28	70
29	107
30	135
31	163
32	76
33	128
34	94
35	111
36	50
37	67
38	140
39	102
40	92
41	87
42	107
43	145
44	115
45	60
46	84
47	76
48	103
49	76
50	91
51	86
52	84
53	113
54	83
55	112
56	94
57	71
58	54
59	74
60	72
61	87
62	80
63	102
64	152
65	203
66	93
67	114
68	73
69	112
70	74
71	114
72	75
73	108
74	97
75	145
76	84
77	117
78	135
79	83
80	84
81	103
82	110
83	119
84	93
85	106
86	62
87	102
88	96
89	71
90	131
91	76
92	97
93	103
94	75
95	61
96	96
97	99
98	54
99	82
100	157
101	113
102	116
103	83
104	100
105	109
106	71
107	65
108	72
109	129
110	66
111	81
112	77
113	114
114	92
115	89
116	91
117	93
118	69
119	76
120	88
121	123
122	117
123	74
124	95
125	62
126	57
127	98
128	88
129	96
130	99
131	103
132	112
133	73
134	115
135	111
136	75
137	68
138	81
139	103
140	143
141	121
142	116
143	71
144	84
145	101
146	82
147	57
148	71
149	94
150	138
151	67
152	91
153	77
154	75
155	111
156	108
157	87
158	63
159	98
160	111
161	84
162	115
163	101
164	100
165	80
166	70
167	128
168	98
169	103
170	94
171	67
172	94
173	75
174	77
175	70
176	60
177	83
178	123
179	103
180	79
181	60
182	73
183	59
184	121
185	83
186	75
187	85
188	87
189	102
190	65
191	64
192	102
193	63
194	121
195	86
196	93
197	63
198	64
199	78
200	71
201	68
202	114
203	81
204	57
205	75
206	54
207	116
208	92
209	94
210	94
211	48
212	100
213	75
214	77
215	86
216	79
217	61
218	53
219	70
220	63
221	91
222	79
223	86
224	64
225	56
226	65
227	93
228	50
229	94
230	83
231	99
232	59
233	120
234	67
235	74
236	57
237	73
238	96
239	91
240	53
241	52
242	60
243	91
244	69
245	64
246	34
247	53
248	79
249	80
250	68
251	56
252	56
253	73
254	88
255	76
256	73
257	76
258	60
259	53
260	88
261	73
262	73
263	54
264	51
265	57
266	69
267	88
268	74
269	77
270	83
271	64
272	64
273	71
274	49
275	68
276	66
277	82
278	71
279	109
280	64
281	100
282	51
283	65
284	75
285	100
286	90
287	96
288	84
289	66
290	49
291	53
292	82
293	64
294	69
295	85
296	67
297	59
298	71
299	63
300	82
301	88
302	97
303	72
304	81
305	80
306	72
307	96
308	91
309	72
310	70
311	64
312	61
313	69
314	47
315	76
316	63
317	81
318	108
319	53
320	82
321	70
322	109
323	75
324	62
325	91
326	79
327	53
328	83
329	49
330	94
331	48
332	82
333	78
334	84
335	51
336	72
337	44
338	62
339	78
340	83
341	66
342	71
343	73
344	79
345	78
346	96
347	77
348	66
349	66
350	62
351	96
352	64
353	89
354	81
355	61
356	80
357	85
358	63
359	73
360	87
361	83
362	80
363	100
364	120
365	84
366	64
367	60
368	76
369	74
370	118
371	64
372	67
373	57
374	56
375	87
376	73
377	51
378	69
379	69
380	77
381	82
382	56
383	68
384	71
385	54
386	59
387	80
388	64
389	81
390	79
391	96
392	50
393	87
394	59
395	67
396	80
397	50
398	74
399	97
400	89
401	83
402	76
403	82
404	83
405	66
406	94
407	84
408	65
409	51
410	65
411	87
412	65
413	90
414	71
415	79
416	83
417	84
418	72
419	86
420	55
421	80
422	89
423	56
424	89
425	67
426	58
427	97
428	83
429	57
430	78
431	77
432	75
433	88
434	86
435	97
436	92
437	111
438	89
439	80
440	104
441	48
442	69
443	78
444	69
445	91
446	59
447	93
448	76
449	83
450	80
451	73
452	116
453	41
454	71
455	58
456	90
457	83
458	101
459	118
460	80
461	94
462	67
463	101
464	59
465	73
466	91
467	76
468	52
469	104
470	72
471	87
472	109
473	100
474	96
475	61
476	57
477	67
478	74
479	77
480	70
481	74
482	40
483	68
484	64
485	68
486	62
487	60
488	64
489	113
490	65
491	45
492	64
493	69
494	67
