Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 1522954
Background: 334.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	324
1	158
2	36
3	283
4	426
5	150
6	130
7	204
8	231
9	280
10	239
11	431
12	345
13	404
14	304
15	455
16	268
17	655
18	562
19	171
20	446
21	512
22	555
23	413
24	479
25	728
26	461
27	643
28	867
29	663
30	691
31	739
32	653
33	960
34	756
35	686
36	459
37	655
38	811
39	1081
40	1029
41	1106
42	938
43	1011
44	1125
45	823
46	1255
47	1485
48	1562
49	1410
50	1472
51	1686
52	1526
53	2152
54	2687
55	2149
56	1696
57	2226
58	2209
59	1867
60	2707
61	2858
62	2669
63	1823
64	2702
65	2571
66	2462
67	2700
68	2520
69	2469
70	2142
71	1891
72	2245
73	1491
74	1253
75	1695
76	1213
77	1420
78	1226
79	1211
80	857
81	891
82	577
83	345
84	479
85	542
86	444
87	289
88	672
89	530
90	247
91	229
92	505
93	341
94	281
95	467
96	389
97	493
98	469
99	360
100	495
101	427
102	275
103	748
104	764
105	463
106	208
107	256
108	91
109	393
110	223
111	69
112	112
113	259
114	156
115	167
116	208
117	378
118	313
119	164
120	302
121	220
122	159
123	153
124	192
125	80
126	47
127	112
128	155
129	80
130	53
131	137
132	64
133	49
134	135
135	76
136	65
137	114
138	111
139	131
140	186
141	56
142	48
143	72
144	89
145	88
146	99
147	62
148	73
149	82
150	83
151	44
152	78
153	136
154	110
155	73
156	69
157	93
158	73
159	81
160	63
161	47
162	25
163	110
164	42
165	42
166	94
167	68
168	62
169	71
170	146
171	22
172	65
173	71
174	48
175	51
176	86
177	114
178	39
179	37
180	41
181	68
182	37
183	49
184	122
185	107
186	151
187	175
188	104
189	43
190	43
191	77
192	51
193	74
194	58
195	84
196	160
197	125
198	72
199	80
200	45
201	59
202	157
203	58
204	161
205	202
206	164
207	148
208	103
209	17
210	53
211	33
212	34
213	43
214	66
215	93
216	33
217	72
218	47
219	56
220	76
221	41
222	24
223	91
224	81
225	69
226	65
227	82
228	35
229	34
230	44
231	37
232	71
233	69
234	63
235	48
236	48
237	34
238	88
239	26
240	39
241	75
242	44
243	69
244	98
245	62
246	50
247	35
248	9
249	40
250	78
251	111
252	149
253	30
254	67
255	55
256	88
257	150
258	68
259	29
260	53
261	71
262	62
