Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 696613
Background: 333.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	144
1	131
2	174
3	304
4	188
5	45
6	129
7	262
8	75
9	360
10	429
11	501
12	569
13	719
14	490
15	529
16	760
17	403
18	323
19	650
20	934
21	306
22	196
23	332
24	838
25	1029
26	1182
27	1431
28	1301
29	1187
30	965
31	892
32	1180
33	1778
34	1548
35	1162
36	1274
37	1432
38	1341
39	1781
40	2243
41	1930
42	1681
43	2065
44	1791
45	1723
46	1542
47	1733
48	2040
49	2017
50	2417
51	2446
52	2829
53	2305
54	2263
55	3090
56	3506
57	3341
58	3254
59	4192
60	4065
61	3449
62	3467
63	3613
64	3785
65	4203
66	4467
67	3661
68	3667
69	3268
70	3311
71	2985
72	2824
73	2697
74	2801
75	2627
76	2272
77	1363
78	1506
79	1711
80	1589
81	1579
82	1033
83	1218
84	1281
85	821
86	647
87	822
88	879
89	641
90	1029
91	1204
92	796
93	740
94	625
95	776
96	685
97	691
98	585
99	448
100	585
101	798
102	818
103	799
104	634
105	291
106	421
107	161
108	340
109	241
110	237
111	453
112	547
113	249
114	382
115	202
116	132
117	193
118	497
119	434
120	287
121	110
122	85
123	81
124	96
125	154
126	149
127	112
128	126
129	131
130	154
131	106
132	98
133	65
134	90
135	148
136	80
137	134
138	143
139	56
140	92
141	78
142	79
143	119
144	78
145	93
146	221
147	206
148	82
149	60
150	136
151	63
152	88
153	143
154	105
155	43
156	129
157	89
158	74
159	109
160	102
161	93
162	47
163	123
164	67
165	133
166	55
167	76
168	101
169	105
170	76
171	74
172	118
173	37
174	118
175	75
176	290
177	191
178	101
179	126
180	81
181	103
182	42
183	70
184	94
185	66
186	149
187	89
188	150
189	164
190	83
191	95
192	77
193	108
194	152
195	94
196	108
197	94
198	85
199	115
200	63
201	94
202	135
203	116
204	129
205	114
206	101
207	122
208	198
209	97
210	108
211	45
212	58
213	44
214	78
215	47
216	43
217	106
218	77
219	32
220	133
221	83
222	51
223	129
224	89
225	93
226	72
227	92
228	91
229	58
230	70
231	112
232	83
233	141
234	207
235	160
236	167
237	127
238	139
239	76
240	32
241	101
242	66
243	106
244	52
245	52
246	83
247	234
248	133
249	117
250	99
251	77
252	104
253	101
254	67
255	91
256	127
257	123
258	67
259	83
260	75
261	58
262	74
263	87
264	88
265	95
266	112
267	99
268	152
269	80
270	50
271	64
272	58
273	59
274	100
275	77
276	16
277	76
278	63
279	64
280	102
281	36
282	83
283	38
284	102
285	87
286	70
287	72
288	68
289	95
290	42
291	56
292	82
293	98
294	71
295	113
296	97
297	148
298	111
299	88
300	73
301	137
302	40
303	65
304	65
305	89
306	40
307	52
308	62
309	59
310	76
311	41
312	43
313	97
314	153
315	105
316	78
317	43
318	45
319	33
320	33
321	57
322	91
323	26
324	45
325	62
326	109
327	46
328	69
329	54
330	128
331	71
332	56
333	57
334	32
335	96
336	137
337	42
338	51
339	63
340	80
341	48
342	63
343	66
344	45
345	120
346	50
347	64
348	57
349	46
350	32
351	91
352	77
353	53
354	39
355	67
356	81
357	167
358	27
359	35
360	31
361	32
362	39
363	26
364	48
365	28
366	64
367	94
368	79
369	81
370	36
371	44
372	49
373	62
374	90
375	77
376	46
377	102
378	72
379	79
380	59
381	58
382	40
383	29
384	46
385	54
386	44
387	43
388	57
389	24
390	87
391	72
392	52
393	41
394	22
395	46
396	24
397	55
398	40
399	123
400	207
401	29
402	26
403	72
404	90
405	39
406	40
407	45
408	35
409	51
410	22
411	25
412	64
413	31
414	61
415	77
416	420
417	664
418	323
419	123
420	44
421	64
422	21
423	42
424	37
425	32
426	70
427	134
428	77
429	157
430	47
431	30
432	51
433	34
434	20
435	32
436	56
437	46
438	105
439	229
440	103
441	142
442	169
443	51
444	53
445	26
446	15
447	40
448	64
449	55
450	73
451	64
452	50
453	91
454	18
455	33
456	63
457	29
458	59
459	45
460	59
461	41
462	37
463	92
464	89
465	101
466	46
467	24
468	82
469	86
470	4
471	109
472	260
473	77
474	136
475	47
476	29
477	160
478	21
479	33
480	43
481	16
482	63
483	23
484	22
485	27
486	46
487	67
488	30
489	51
490	15
491	15
492	23
493	48
494	28
495	30
496	39
497	26
498	30
499	68
500	216
501	38
502	28
503	25
504	29
505	67
506	94
507	21
508	49
509	42
510	2
511	44
512	14
513	50
514	21
515	47
516	30
517	14
518	28
519	33
520	56
521	25
522	51
523	61
524	32
525	60
526	33
527	48
528	58
529	65
530	72
531	36
532	48
533	20
534	33
535	44
536	93
537	31
538	20
539	74
540	190
541	266
542	37
543	30
544	42
545	31
546	63
547	43
548	62
549	95
550	62
551	109
552	56
553	152
554	61
555	29
556	45
557	22
558	23
559	33
560	29
561	128
562	48
563	63
564	208
565	177
566	102
567	206
568	131
569	22
570	37
571	110
572	54
573	53
574	12
575	39
576	87
577	57
578	13
579	70
580	58
581	43
582	56
583	69
584	28
585	41
586	43
587	15
588	36
589	27
590	67
591	18
592	47
593	74
594	46
595	47
596	83
597	21
598	7
599	41
600	43
601	56
602	61
603	54
604	100
605	76
606	86
607	47
608	57
609	46
610	79
611	151
612	248
613	97
614	111
615	37
616	60
617	35
618	64
619	34
620	52
621	18
622	25
623	72
624	79
625	75
626	28
627	71
628	30
629	118
630	65
631	54
632	39
633	52
634	21
635	103
636	151
637	20
638	63
639	39
640	35
641	44
642	55
643	49
644	42
645	65
646	120
647	41
648	79
649	47
650	56
651	50
652	56
653	43
654	44
655	52
656	32
657	71
658	73
659	60
660	78
661	45
662	77
663	42
664	42
665	54
666	60
667	63
668	140
669	66
670	140
671	45
672	55
673	29
674	93
675	63
676	50
677	77
678	121
679	89
680	183
681	121
682	102
683	67
684	138
685	64
686	77
687	88
688	88
689	88
690	168
691	55
692	102
693	31
694	32
695	42
696	102
697	56
698	69
699	92
700	64
701	46
702	144
703	47
704	46
705	86
706	65
707	95
708	87
709	48
710	62
711	14
712	60
713	50
714	61
715	77
716	58
717	100
718	127
719	122
720	19
721	94
722	56
723	103
724	92
725	102
726	90
727	79
728	67
729	80
730	105
731	155
732	59
733	121
734	56
735	75
736	68
737	67
738	104
739	69
740	50
741	130
742	52
743	162
744	63
745	34
746	84
747	97
748	46
749	70
750	153
751	96
752	45
753	74
754	162
755	86
756	107
757	94
758	114
759	119
760	244
761	87
762	44
763	48
764	126
765	161
766	90
767	125
768	118
769	101
770	73
771	69
772	111
773	79
774	92
775	133
776	86
777	78
778	77
779	111
780	115
781	133
782	101
783	112
784	75
785	134
786	86
787	97
788	45
789	152
790	151
791	115
792	72
793	84
794	127
795	78
796	104
797	82
798	101
799	96
800	140
801	68
802	130
803	201
804	214
805	108
806	132
807	125
808	170
809	78
810	64
811	100
812	139
813	138
814	75
815	105
816	91
817	89
818	92
819	143
820	279
821	254
822	145
823	89
824	172
825	46
826	171
827	102
828	139
829	97
830	157
831	88
832	91
833	87
834	68
835	101
836	147
837	209
838	95
839	110
840	177
841	105
842	71
843	161
844	90
845	79
846	109
847	88
848	38
849	81
850	92
851	79
852	115
853	110
854	107
855	80
856	109
857	95
858	62
859	75
860	224
861	194
862	129
863	113
864	107
865	121
866	78
867	162
868	81
869	50
870	204
871	142
872	93
873	140
874	107
875	69
876	80
877	50
878	128
879	68
880	71
881	117
882	92
883	68
884	113
885	132
886	137
887	95
888	138
889	81
890	116
891	76
892	81
893	95
894	72
895	135
896	140
897	168
898	77
899	84
900	58
901	60
902	142
903	168
904	123
905	148
906	108
907	162
908	103
909	106
910	135
911	131
912	82
913	192
914	136
915	137
916	159
917	95
918	111
919	158
920	105
921	101
922	110
923	227
924	221
925	88
926	100
927	123
928	113
929	97
930	96
931	247
932	73
933	72
934	89
935	88
936	104
937	71
938	122
939	64
940	107
941	80
942	119
943	112
944	164
945	99
946	137
947	94
948	131
949	104
950	60
951	101
952	154
953	114
954	214
955	206
956	171
957	66
958	180
959	85
960	138
961	134
962	139
963	73
964	109
965	100
966	163
967	97
968	102
969	102
970	164
971	137
972	146
973	163
974	112
975	139
976	69
977	127
978	97
979	104
980	181
981	131
982	186
983	131
984	91
985	175
986	108
987	107
988	140
989	116
990	123
991	161
992	127
993	158
994	166
995	168
996	271
997	197
998	184
999	191
1000	273
1001	187
1002	80
1003	205
1004	168
1005	150
1006	145
1007	179
1008	97
1009	270
1010	378
1011	209
1012	121
1013	105
1014	119
1015	110
1016	148
1017	216
1018	219
1019	191
1020	354
1021	353
1022	188
1023	516
1024	538
1025	357
1026	399
1027	769
1028	497
1029	266
1030	302
1031	707
1032	810
1033	575
1034	281
1035	616
1036	530
1037	968
1038	828
1039	956
1040	1142
1041	772
1042	1056
1043	1671
1044	1773
1045	1940
1046	1820
1047	1979
1048	2300
1049	2210
1050	1982
1051	2374
1052	1288
1053	1475
1054	1714
1055	1111
1056	811
1057	1049
1058	1758
1059	1393
1060	1048
1061	600
1062	724
1063	542
1064	665
1065	716
1066	892
1067	1055
1068	505
1069	431
1070	625
1071	568
1072	252
1073	744
1074	626
1075	160
1076	466
1077	584
1078	454
1079	154
1080	283
1081	413
1082	180
1083	183
1084	108
1085	171
1086	286
1087	354
1088	394
1089	519
1090	143
1091	83
1092	139
1093	529
1094	115
1095	188
1096	285
1097	137
1098	130
1099	127
1100	304
1101	359
1102	127
1103	123
1104	105
1105	247
1106	337
1107	765
1108	360
1109	226
1110	90
1111	107
1112	57
1113	122
1114	111
1115	156
1116	109
1117	141
1118	238
1119	113
1120	141
1121	136
1122	60
1123	111
1124	105
1125	92
1126	100
1127	106
1128	86
1129	137
1130	160
1131	219
1132	141
1133	95
1134	92
1135	75
1136	155
1137	137
1138	104
1139	89
1140	101
1141	106
1142	114
1143	82
1144	161
1145	265
1146	263
1147	189
1148	96
1149	89
1150	193
1151	212
1152	165
1153	84
1154	151
1155	141
1156	125
1157	176
1158	118
1159	178
1160	99
1161	111
1162	140
1163	126
1164	120
1165	68
1166	77
1167	111
1168	33
1169	150
1170	117
1171	180
1172	79
1173	384
1174	422
1175	241
1176	157
1177	186
1178	74
1179	131
