
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\Scan Files\Zakaria\CoL3sfine.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240607\CCD Scan 7012
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Beam Current	Total Flux	Counts	Background	Filename
03:13:35	1.00000000	773.98529430	3980455.00000000	160918.00000000	476540.00000000	34769.00000000	0.00000000	0.00000000	296343.00000000	315.00000000	CoN7012-00001
03:14:42	2.00000000	774.31227222	3973927.00000000	159706.00000000	469491.00000000	34172.00000000	0.00000000	0.00000000	391520.00000000	314.00000000	CoN7012-00002
03:15:49	3.00000000	774.60364957	3968276.00000000	158705.00000000	465880.00000000	34056.00000000	0.00000000	0.00000000	310442.00000000	315.00000000	CoN7012-00003
03:16:56	4.00000000	775.03439286	3967517.00000000	157507.00000000	457792.00000000	34002.00000000	0.00000000	0.00000000	284231.00000000	315.00000000	CoN7012-00004
03:18:02	5.00000000	775.15562575	3963734.00000000	157734.00000000	456023.00000000	34075.00000000	0.00000000	0.00000000	370628.00000000	314.50000000	CoN7012-00005
03:19:10	6.00000000	775.30385080	3965880.00000000	157749.00000000	452188.00000000	34110.00000000	0.00000000	0.00000000	282924.00000000	316.00000000	CoN7012-00006
03:20:17	7.00000000	775.46112114	3957819.00000000	156915.00000000	449254.00000000	34130.00000000	0.00000000	0.00000000	340769.00000000	315.00000000	CoN7012-00007
03:21:22	8.00000000	775.60047103	3966015.00000000	157229.00000000	450691.00000000	34216.00000000	0.00000000	0.00000000	344444.00000000	315.00000000	CoN7012-00008
03:22:28	9.00000000	775.75336400	3958332.00000000	157374.00000000	449902.00000000	34065.00000000	0.00000000	0.00000000	264300.00000000	316.00000000	CoN7012-00009
03:23:34	10.00000000	775.92431572	3967230.00000000	157727.00000000	450944.00000000	34145.00000000	0.00000000	0.00000000	346107.00000000	314.00000000	CoN7012-00010
03:24:41	11.00000000	776.06833353	3958095.00000000	157061.00000000	451004.00000000	34369.00000000	0.00000000	0.00000000	266985.00000000	315.00000000	CoN7012-00011
03:25:48	12.00000000	776.20790177	3961768.00000000	158524.00000000	450295.00000000	34469.00000000	0.00000000	0.00000000	349028.00000000	314.00000000	CoN7012-00012
03:26:54	13.00000000	776.36103435	3952337.00000000	157598.00000000	452077.00000000	34550.00000000	0.00000000	0.00000000	335460.00000000	314.00000000	CoN7012-00013
