Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 564628
Background: 335.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	71
1	50
2	112
3	223
4	335
5	243
6	307
7	655
8	533
9	373
10	787
11	908
12	834
13	800
14	703
15	492
16	555
17	610
18	718
19	729
20	1040
21	891
22	758
23	614
24	502
25	439
26	561
27	663
28	1003
29	1296
30	1192
31	1369
32	1495
33	1186
34	1554
35	2028
36	1793
37	1770
38	1542
39	1783
40	2105
41	2075
42	2093
43	2101
44	2005
45	1887
46	1825
47	2363
48	1714
49	2302
50	2238
51	2670
52	2681
53	2409
54	2443
55	2553
56	3204
57	3807
58	3977
59	2962
60	3646
61	4133
62	5252
63	4780
64	4826
65	5256
66	6945
67	7075
68	6325
69	6801
70	7508
71	6546
72	7132
73	7686
74	7248
75	6893
76	6759
77	7305
78	7400
79	5892
80	5468
81	5847
82	5066
83	4473
84	4280
85	4015
86	4083
87	3688
88	3146
89	2469
90	2005
91	1716
92	2233
93	2159
94	1900
95	1669
96	1256
97	1398
98	1550
99	1571
100	1113
101	1213
102	1113
103	879
104	1236
105	1608
106	1547
107	985
108	953
109	1083
110	986
111	794
112	989
113	1290
114	913
115	1080
116	1278
117	1204
118	974
119	772
120	546
121	177
122	209
123	480
124	335
125	480
126	294
127	221
128	213
129	248
130	467
131	375
132	159
133	98
134	99
135	202
136	217
137	186
138	131
139	121
140	128
141	433
142	397
143	90
144	82
145	88
146	132
147	112
148	107
149	327
150	212
151	189
152	222
153	150
154	95
155	118
156	80
157	145
158	102
159	56
160	127
161	96
162	165
163	186
164	89
165	90
166	99
167	148
168	233
169	112
170	121
171	108
172	92
173	107
174	139
175	92
176	80
177	62
178	71
179	94
180	96
181	69
182	44
183	92
184	47
185	128
186	71
187	80
188	101
189	115
190	65
191	140
192	73
193	90
194	63
195	106
196	109
197	76
198	71
199	111
200	97
201	90
202	178
203	131
204	89
205	76
206	79
207	134
208	164
209	98
210	145
211	133
212	50
213	58
214	93
215	69
216	60
217	55
218	29
219	52
220	138
221	130
222	147
223	213
224	248
225	155
226	104
227	52
228	51
229	113
230	110
231	107
232	108
233	88
234	142
235	69
236	57
237	82
238	47
239	53
240	66
241	126
242	101
243	98
244	104
245	55
246	93
247	64
248	42
249	120
250	72
251	20
252	126
253	107
254	102
255	88
256	182
257	110
258	80
259	64
260	21
261	79
262	70
263	122
264	39
265	112
266	97
267	139
268	134
269	67
270	42
271	111
272	101
273	47
