Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 778374
Background: 334.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	429
1	213
2	207
3	303
4	330
5	189
6	135
7	198
8	261
9	308
10	373
11	590
12	697
13	749
14	378
15	669
16	364
17	501
18	800
19	692
20	740
21	853
22	1108
23	1207
24	883
25	1186
26	1262
27	1608
28	1615
29	1327
30	1198
31	1446
32	1424
33	1543
34	2034
35	2088
36	1894
37	1871
38	1771
39	1776
40	1646
41	2022
42	2027
43	1897
44	2157
45	1912
46	2426
47	1797
48	1996
49	2478
50	2076
51	2119
52	2465
53	2531
54	3243
55	3729
56	3209
57	3773
58	3585
59	4465
60	4392
61	4019
62	4890
63	5965
64	5331
65	4821
66	5291
67	5647
68	5799
69	4997
70	6110
71	6862
72	6010
73	5410
74	3827
75	3372
76	3287
77	3072
78	2964
79	2919
80	2135
81	2334
82	2310
83	2094
84	1837
85	1940
86	1397
87	1637
88	1488
89	1150
90	1136
91	1609
92	1123
93	986
94	1004
95	816
96	579
97	833
98	910
99	1009
100	895
101	841
102	1066
103	996
104	598
105	479
106	535
107	447
108	525
109	693
110	435
111	493
112	460
113	404
114	485
115	452
116	229
117	506
118	467
119	201
120	332
121	384
122	200
123	223
124	160
125	205
126	112
127	127
128	257
129	352
130	1162
131	1364
132	1111
133	207
134	216
135	234
136	79
137	142
138	273
139	287
140	174
141	260
142	213
143	114
144	147
145	171
146	106
147	65
148	132
149	45
150	199
151	53
152	72
153	142
154	54
155	93
156	165
157	196
158	158
159	99
160	100
161	98
162	86
163	266
164	37
165	83
166	91
167	50
168	76
169	78
170	51
171	68
172	75
173	79
174	79
175	61
176	57
177	44
178	82
179	58
180	56
181	69
182	69
183	68
184	144
185	115
186	84
187	97
188	169
189	138
190	110
191	86
192	62
193	71
194	137
195	33
196	110
197	86
198	36
199	85
200	55
201	123
202	326
203	78
204	89
205	78
206	97
207	120
208	99
209	30
210	67
211	32
212	53
213	58
214	178
215	40
216	98
217	97
218	87
219	46
220	73
221	64
222	98
223	123
224	126
225	137
226	136
227	129
228	35
229	54
230	34
231	78
232	89
233	75
234	64
235	85
236	159
237	73
238	71
239	67
240	36
241	80
242	101
243	95
244	97
245	48
246	58
247	76
248	88
249	68
250	196
251	186
252	165
253	51
254	52
255	60
256	94
257	83
258	147
259	73
260	77
261	100
262	136
263	125
264	70
265	68
266	89
267	135
268	99
269	53
270	60
271	154
272	123
273	47
274	107
275	166
276	63
277	98
278	90
279	25
280	61
281	62
282	142
283	97
284	42
285	55
286	68
287	58
288	44
289	66
290	35
291	44
292	20
293	86
294	89
