SU
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\ScanFiles\Zakaria Long Pickle RIXS\CoL3.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240328\CCD Scan 16491
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Sample Current	Beam Current	Total Flux	Counts	Background	Filename
18:26:32	1.00000000	774.99399033	28668851.00000000	1167349.00000000	9963419.00000000	272809.00000000	0.00000000	0.00000000	0.00000000	410282.00000000	330.00000000	CoL3_16491-00001
18:30:39	2.00000000	776.01432059	28815897.00000000	1172419.00000000	10247825.00000000	265146.00000000	0.00000000	0.00000000	0.00000000	410574.00000000	330.00000000	CoL3_16491-00002
18:34:45	3.00000000	777.01026636	28779493.00000000	1169382.00000000	10729071.00000000	268412.00000000	0.00000000	0.00000000	0.00000000	373734.00000000	331.00000000	CoL3_16491-00003
18:38:53	4.00000000	777.21788883	28600967.00000000	1160894.00000000	10679610.00000000	267475.00000000	0.00000000	0.00000000	0.00000000	357095.00000000	332.00000000	CoL3_16491-00004
18:43:01	5.00000000	777.41658810	28667703.00000000	1165620.00000000	10813721.00000000	268967.00000000	0.00000000	0.00000000	0.00000000	373004.00000000	332.00000000	CoL3_16491-00005
18:47:08	6.00000000	777.60635039	28666007.00000000	1166140.00000000	10978751.00000000	271523.00000000	0.00000000	0.00000000	0.00000000	367790.00000000	332.00000000	CoL3_16491-00006
18:51:14	7.00000000	777.80976996	28651403.00000000	1164082.00000000	11200203.00000000	273481.00000000	0.00000000	0.00000000	0.00000000	369663.00000000	331.00000000	CoL3_16491-00007
18:55:21	8.00000000	778.01782001	28601818.00000000	1160561.00000000	11559523.00000000	281902.00000000	0.00000000	0.00000000	0.00000000	379038.00000000	332.00000000	CoL3_16491-00008
18:59:28	9.00000000	778.21692858	28556826.00000000	1160617.00000000	11829528.00000000	300498.00000000	0.00000000	0.00000000	0.00000000	387101.00000000	332.00000000	CoL3_16491-00009
19:03:34	10.00000000	778.40708186	28611546.00000000	1163439.00000000	11849984.00000000	311576.00000000	0.00000000	0.00000000	0.00000000	387017.00000000	333.00000000	CoL3_16491-00010
19:07:42	11.00000000	778.61092068	28619276.00000000	1162661.00000000	11642930.00000000	310928.00000000	0.00000000	0.00000000	0.00000000	390801.00000000	334.00000000	CoL3_16491-00011
19:11:49	12.00000000	778.80126659	28600021.00000000	1162592.00000000	11762458.00000000	316620.00000000	0.00000000	0.00000000	0.00000000	380560.00000000	336.00000000	CoL3_16491-00012
19:15:55	13.00000000	779.00531194	28598580.00000000	1163109.00000000	12116162.00000000	332820.00000000	0.00000000	0.00000000	0.00000000	374830.00000000	338.00000000	CoL3_16491-00013
19:20:01	14.00000000	779.20492638	28528765.00000000	1160124.00000000	12777883.00000000	351836.00000000	0.00000000	0.00000000	0.00000000	393148.00000000	339.00000000	CoL3_16491-00014
19:24:09	15.00000000	779.41372361	28545291.00000000	1161566.00000000	13423990.00000000	361050.00000000	0.00000000	0.00000000	0.00000000	445218.00000000	338.00000000	CoL3_16491-00015
19:28:16	16.00000000	779.60900486	28539109.00000000	1160956.00000000	13395621.00000000	354440.00000000	0.00000000	0.00000000	0.00000000	430517.00000000	339.00000000	CoL3_16491-00016
19:32:23	17.00000000	779.80892886	28525129.00000000	1160227.00000000	13437713.00000000	348064.00000000	0.00000000	0.00000000	0.00000000	429023.00000000	338.00000000	CoL3_16491-00017
19:36:29	18.00000000	780.01350268	28519377.00000000	1160816.00000000	13828635.00000000	352348.00000000	0.00000000	0.00000000	0.00000000	426665.00000000	338.00000000	CoL3_16491-00018
19:40:35	19.00000000	780.20453512	28500760.00000000	1159236.00000000	13637667.00000000	343426.00000000	0.00000000	0.00000000	0.00000000	368165.00000000	341.00000000	CoL3_16491-00019
19:44:42	20.00000000	780.40021292	28458810.00000000	1157111.00000000	13454979.00000000	341521.00000000	0.00000000	0.00000000	0.00000000	371143.00000000	341.00000000	CoL3_16491-00020
19:48:48	21.00000000	780.60054301	28464190.00000000	1154860.00000000	13466508.00000000	340898.00000000	0.00000000	0.00000000	0.00000000	442280.00000000	334.00000000	CoL3_16491-00021
19:52:55	22.00000000	780.81008902	28457639.00000000	1155294.00000000	13281535.00000000	334380.00000000	0.00000000	0.00000000	0.00000000	408759.00000000	336.00000000	CoL3_16491-00022
19:57:01	23.00000000	781.01062964	28467721.00000000	1155443.00000000	12626239.00000000	318163.00000000	0.00000000	0.00000000	0.00000000	358712.00000000	337.00000000	CoL3_16491-00023
20:01:07	24.00000000	781.21127330	28446392.00000000	1154787.00000000	11933511.00000000	306094.00000000	0.00000000	0.00000000	0.00000000	359551.00000000	336.00000000	CoL3_16491-00024
20:05:14	25.00000000	781.40745652	28423859.00000000	1151332.00000000	11471290.00000000	299817.00000000	0.00000000	0.00000000	0.00000000	352457.00000000	335.00000000	CoL3_16491-00025
20:09:22	26.00000000	781.60830417	28426052.00000000	1151207.00000000	11121516.00000000	294751.00000000	0.00000000	0.00000000	0.00000000	365444.00000000	334.00000000	CoL3_16491-00026
20:13:29	27.00000000	781.80925510	28449973.00000000	1153304.00000000	10882183.00000000	292542.00000000	0.00000000	0.00000000	0.00000000	351777.00000000	333.00000000	CoL3_16491-00027
20:17:35	28.00000000	782.00573884	28427957.00000000	1152125.00000000	10693429.00000000	287361.00000000	0.00000000	0.00000000	0.00000000	364957.00000000	333.00000000	CoL3_16491-00028
20:21:43	29.00000000	782.50882143	28472429.00000000	1153011.00000000	10519060.00000000	279976.00000000	0.00000000	0.00000000	0.00000000	328393.00000000	334.00000000	CoL3_16491-00029
20:25:50	30.00000000	783.01255179	28463810.00000000	1154007.00000000	10309680.00000000	278345.00000000	0.00000000	0.00000000	0.00000000	341906.00000000	334.00000000	CoL3_16491-00030
20:29:58	31.00000000	783.51234296	28451217.00000000	1151383.00000000	10030827.00000000	273744.00000000	0.00000000	0.00000000	0.00000000	338792.00000000	334.00000000	CoL3_16491-00031
20:34:04	32.00000000	784.01277261	28447651.00000000	1151454.00000000	9638761.00000000	266564.00000000	0.00000000	0.00000000	0.00000000	377226.00000000	331.00000000	CoL3_16491-00032
