channelsToEnergies	channelsToEnergies_intrp
642.2337	642.52734
642.42102	642.71472
642.60846	642.90222
642.79602	643.08984
642.98364	643.27759
643.17145	643.46539
643.35931	643.65332
643.54724	643.84131
643.73535	644.02942
643.92352	644.21771
644.11188	644.40613
644.30029	644.59454
644.48877	644.78308
644.67743	644.9718
644.86621	645.16064
645.05505	645.34955
645.24402	645.53857
645.43311	645.72766
645.62225	645.91693
645.81158	646.10632
646.00098	646.29578
646.19055	646.48535
646.38013	646.67505
646.56989	646.86487
646.75977	647.05475
646.94971	647.24475
647.13983	647.43494
647.33002	647.62518
647.52032	647.81555
647.71069	648.00598
647.90125	648.19659
648.09192	648.38733
648.28265	648.57812
648.47351	648.76904
648.66449	648.96008
648.85559	649.15118
649.04675	649.34241
649.2381	649.53381
649.4295	649.72528
649.62103	649.91687
649.81268	650.10858
650.00446	650.30042
650.19635	650.49237
650.38837	650.68445
650.58044	650.87659
650.77271	651.06885
650.96503	651.26123
651.15747	651.45374
651.35004	651.64636
651.54266	651.83911
651.73547	652.03198
651.92841	652.22491
652.1214	652.41797
652.31451	652.61115
652.50775	652.80444
652.70111	652.99786
652.89459	653.19141
653.0882	653.38507
653.28192	653.57886
653.47571	653.77271
653.66968	653.96667
653.86371	654.16077
654.05786	654.35498
654.25214	654.54932
654.44653	654.74377
654.64105	654.93835
654.83569	655.13306
655.03046	655.32788
655.22528	655.52283
655.42029	655.71783
655.61536	655.91296
655.81055	656.10822
656.00586	656.30359
656.20129	656.49908
656.39685	656.6947
656.59253	656.89044
656.78833	657.0863
656.98425	657.28223
657.18024	657.47833
657.3764	657.67456
657.57263	657.87085
657.76904	658.06726
657.96552	658.26379
658.16211	658.46045
658.35883	658.65729
658.55573	658.85425
658.75269	659.05121
658.94971	659.24829
659.14691	659.44556
659.34424	659.64294
659.54169	659.84045
659.73926	660.03809
659.93689	660.23584
660.1347	660.43365
660.33258	660.63159
660.53064	660.82971
660.72876	661.02789
660.927	661.2262
661.12543	661.42468
661.32391	661.62323
661.52252	661.8219
661.72125	662.02069
661.9201	662.2196
662.11908	662.41864
662.31818	662.6178
662.5174	662.81708
662.71674	663.01648
662.9162	663.216
663.11578	663.41565
663.31549	663.61542
663.51532	663.81531
663.71521	664.01526
663.91528	664.21539
664.11548	664.41565
664.3158	664.61597
664.51617	664.81647
664.71674	665.01709
664.91742	665.21777
665.11816	665.41864
665.31909	665.61963
665.52014	665.82068
665.72125	666.02191
665.92255	666.22327
666.1239	666.42468
666.32544	666.62628
666.5271	666.828
666.72882	667.02979
666.93073	667.23169
667.13269	667.43378
667.33484	667.63599
667.53705	667.83826
667.73944	668.04071
667.94196	668.24329
668.14453	668.44592
668.34729	668.64874
668.55017	668.85168
668.75311	669.05469
668.95624	669.25787
669.15948	669.46118
669.36285	669.66455
669.56628	669.8681
669.7699	670.07178
669.97363	670.27557
670.17749	670.47949
670.38147	670.68353
670.58557	670.8877
670.78979	671.09198
670.99414	671.29639
671.19861	671.50092
671.4032	671.70557
671.60791	671.91034
671.81274	672.11523
672.0177	672.32025
672.22278	672.52539
672.42804	672.73071
672.63336	672.9361
672.83881	673.1416
673.04443	673.34729
673.25018	673.5531
673.45599	673.75903
673.66199	673.96503
673.86804	674.17114
674.07428	674.37744
674.28064	674.58386
674.48712	674.79041
674.69373	674.99707
674.90045	675.20386
675.1073	675.41083
675.31433	675.61792
675.52142	675.82507
675.72864	676.03235
675.93604	676.23975
676.14349	676.44733
676.35114	676.65503
676.5589	676.86279
676.76672	677.07074
676.97473	677.27881
677.18286	677.487
677.39111	677.69531
677.59955	677.90381
677.80804	678.11237
678.01666	678.32104
678.22546	678.52991
678.43439	678.73889
678.64337	678.948
678.85254	679.15723
679.06183	679.36658
679.27124	679.57605
679.48077	679.78564
679.69049	679.99536
679.90027	680.20526
680.11023	680.41528
680.32025	680.62537
680.53046	680.83563
680.74078	681.04602
680.95123	681.25653
681.1618	681.46716
681.3725	681.67798
681.58337	681.88892
681.79437	682.09991
682.00543	682.31104
682.21667	682.52234
682.42804	682.73376
682.63953	682.94537
682.8512	683.1571
683.06293	683.3689
683.27484	683.58081
683.48682	683.79291
683.69897	684.00513
683.91125	684.21753
684.12372	684.42999
684.33624	684.64258
684.54895	684.85535
684.76172	685.06824
684.97467	685.28125
685.18774	685.49438
685.401	685.70764
685.61432	685.92108
685.82782	686.13464
686.04138	686.34827
686.25513	686.56207
686.46899	686.776
686.68304	686.99011
686.89716	687.20435
687.11145	687.4187
687.32587	687.63318
687.54041	687.84778
687.75507	688.0625
687.96991	688.27734
688.18481	688.49237
688.3999	688.70752
688.61511	688.92285
688.83051	689.13824
689.04596	689.35376
689.2616	689.56946
689.47736	689.78528
689.69324	690.00122
689.90924	690.21735
690.12543	690.43359
690.34167	690.6499
690.55811	690.86646
690.77472	691.08307
690.99139	691.2998
691.20825	691.51672
691.42523	691.73376
691.64233	691.95093
691.85956	692.16827
692.07697	692.38574
692.29443	692.60327
692.51208	692.82104
692.72992	693.03888
692.94781	693.25684
693.16589	693.47498
693.38409	693.6933
693.60248	693.91174
693.82092	694.13025
694.03955	694.34894
694.2583	694.56775
694.47717	694.78674
694.69623	695.00586
694.91541	695.2251
695.1347	695.44446
695.35413	695.66394
695.57373	695.88361
695.79346	696.10339
696.01331	696.3233
696.23328	696.54333
696.45343	696.76355
696.67371	696.98395
696.89417	697.20447
697.11469	697.42505
697.33539	697.64581
697.55621	697.8667
697.77722	698.08777
697.99835	698.30896
698.2196	698.53027
698.44098	698.75177
698.66254	698.97339
698.88422	699.19513
699.10602	699.41699
699.32794	699.63904
699.55005	699.86121
699.77234	700.0835
699.99469	700.30597
700.21722	700.52856
700.43988	700.75134
700.66272	700.97418
700.88562	701.19714
701.1087	701.42035
701.33197	701.64368
701.55536	701.86713
701.77887	702.0907
702.0025	702.31445
702.22632	702.53833
702.45026	702.76233
702.67438	702.98645
702.89856	703.21075
703.12292	703.43518
703.34747	703.65979
703.57214	703.88452
703.79694	704.10938
704.02185	704.33441
704.24695	704.55957
704.47223	704.78491
704.69757	705.01038
704.9231	705.23596
705.1488	705.46167
705.37457	705.68756
705.60052	705.91357
705.82666	706.13977
706.05292	706.36609
706.2793	706.59253
706.5058	706.81915
706.73248	707.0459
706.95935	707.27283
707.18628	707.49988
707.41345	707.72705
707.64069	707.95441
707.8681	708.18188
708.09564	708.40955
708.32336	708.63733
708.55121	708.86523
708.77924	709.09326
709.00732	709.32153
709.23566	709.54987
709.46405	709.77838
709.69269	710.00708
709.92139	710.23584
710.15027	710.46478
710.37927	710.69385
710.60846	710.9231
710.83777	711.15253
711.06726	711.38208
711.29688	711.61182
711.52667	711.84167
711.75659	712.07166
711.98663	712.30176
712.21686	712.53204
712.4472	712.76245
712.67773	712.99304
712.90839	713.22375
713.13916	713.45465
713.37012	713.68567
713.60126	713.91687
713.83252	714.14819
714.0639	714.3797
714.29547	714.61133
714.52716	714.84314
714.75903	715.07507
714.99103	715.30713
715.22321	715.53937
715.45551	715.77173
715.68799	716.00427
715.92059	716.237
716.15338	716.46985
716.38629	716.70282
716.61932	716.93591
716.85254	717.16925
717.08594	717.40271
717.31946	717.63629
717.5531	717.87
717.78693	718.10394
718.02094	718.33801
718.25507	718.5722
718.48932	718.80652
718.72375	719.04108
718.95837	719.27576
719.19312	719.51056
719.42798	719.74548
719.66302	719.98065
719.89825	720.21594
720.13361	720.45142
720.36914	720.68701
720.6048	720.92273
720.84058	721.15857
721.0766	721.39465
721.31268	721.63086
721.54901	721.86719
721.7854	722.10376
722.02203	722.34045
722.25879	722.57727
722.49567	722.81421
722.73273	723.05133
722.96991	723.28857
723.20728	723.52606
723.44482	723.76367
723.6825	724.00146
723.92035	724.23938
724.15833	724.47742
724.39648	724.71564
724.63477	724.95398
724.87323	725.19257
725.11188	725.43127
725.35065	725.67017
725.5896	725.90918
725.82867	726.14832
726.06793	726.38763
726.30731	726.62714
726.54694	726.86682
726.78662	727.10657
727.02649	727.34656
727.26654	727.58667
727.50677	727.82697
727.74713	728.06738
727.98761	728.30798
728.22827	728.54871
728.46912	728.78967
728.71014	729.03076
728.95129	729.27197
729.19257	729.51331
729.43408	729.75488
729.67572	729.99658
729.91748	730.23846
730.15942	730.48047
730.40155	730.72266
730.6438	730.96509
730.88629	731.20758
731.12885	731.45026
731.37164	731.69312
731.6145	731.93604
731.8576	732.1792
732.10083	732.42255
732.34424	732.66602
732.58783	732.90967
732.83154	733.1535
733.07544	733.39746
733.31946	733.6416
733.56372	733.88586
733.80804	734.13037
734.05261	734.375
734.2973	734.61975
734.54218	734.86475
734.78723	735.10986
735.03241	735.3551
735.27777	735.60052
735.52325	735.84607
735.76892	736.09186
736.01477	736.33777
736.2608	736.58386
736.50696	736.83014
736.7533	737.07654
736.99982	737.32318
737.24652	737.56995
737.49335	737.81689
737.74036	738.06396
737.98749	738.31116
738.23486	738.55859
738.48236	738.80615
738.72998	739.05396
738.97784	739.30188
739.22583	739.54993
739.474	739.79816
739.72229	740.04657
739.97083	740.29517
740.21948	740.54395
740.46832	740.79285
740.71729	741.04187
740.96649	741.29114
741.21582	741.54053
741.46527	741.79016
741.71497	742.03992
741.96478	742.28979
742.21478	742.53992
742.46497	742.79016
742.71533	743.04059
742.96582	743.29114
743.21649	743.54193
743.46735	743.79285
743.71838	744.04395
743.96954	744.29529
744.22095	744.54675
744.47247	744.79834
744.72412	745.05005
744.97601	745.302
745.22803	745.5542
745.48029	745.80646
745.7326	746.0589
745.98517	746.31152
746.23792	746.56433
746.49078	746.81732
746.74384	747.07043
746.99707	747.32379
747.25049	747.57727
747.50409	747.83093
747.75781	748.08484
748.01178	748.33887
748.26587	748.59302
748.52014	748.84735
748.77454	749.10187
749.02917	749.35657
749.28394	749.61145
749.53894	749.86652
749.79407	750.1217
750.04938	750.37714
750.30487	750.63269
750.56049	750.88843
750.81635	751.14435
751.07233	751.40039
751.32849	751.65674
751.5849	751.91321
751.84143	752.1698
752.09808	752.42651
752.35498	752.68353
752.61206	752.94067
752.86926	753.198
753.12665	753.45544
753.38428	753.71313
753.64203	753.97101
753.89996	754.229
754.15808	754.48718
754.41632	754.74561
754.6748	755.00415
754.93347	755.26288
755.19226	755.52179
755.45129	755.78088
755.71045	756.04016
755.96979	756.29956
756.22931	756.5592
756.48901	756.81897
756.7489	757.07898
757.00897	757.33911
757.26923	757.59949
757.52966	757.85999
757.79028	758.12067
758.05103	758.38153
758.31201	758.64258
758.57312	758.90381
758.83447	759.16522
759.09595	759.42682
759.35767	759.6886
759.61951	759.95056
759.88153	760.21265
760.1438	760.47498
760.40619	760.73749
760.66876	761.00012
760.93152	761.263
761.19446	761.52606
761.45764	761.78931
761.72095	762.05273
761.98444	762.31628
762.24811	762.58008
762.51196	762.84399
762.776	763.10815
763.04022	763.37244
763.30463	763.63696
763.56921	763.90161
763.83398	764.1665
764.09894	764.43152
764.36407	764.69678
764.62939	764.96216
764.89496	765.22778
765.16064	765.49359
765.42651	765.75952
765.69257	766.0257
765.9588	766.29199
766.22522	766.55859
766.49188	766.82532
766.75867	767.09216
767.02563	767.35925
767.29285	767.62653
767.56018	767.89398
767.82776	768.16162
768.09546	768.42944
768.3634	768.69751
768.63153	768.9657
768.89984	769.23407
769.16827	769.50262
769.43695	769.77136
769.70581	770.04034
769.97485	770.30951
770.24414	770.57886
770.51355	770.84839
770.78314	771.11804
771.05292	771.38794
771.32294	771.65808
771.59314	771.92834
771.86346	772.19873
772.13403	772.46942
772.40479	772.74023
772.67572	773.01129
772.94684	773.28247
773.21814	773.55396
773.48969	773.82556
773.76135	774.09729
774.03326	774.36932
774.30536	774.64148
774.57764	774.91388
774.8501	775.1864
775.12274	775.45917
775.39557	775.73212
775.66864	776.00525
775.94183	776.27856
776.21527	776.55212
776.48889	776.82581
776.7627	777.09973
777.03668	777.37378
777.31091	777.64807
777.58527	777.92261
777.85986	778.19727
778.13464	778.47217
778.40961	778.74719
778.68475	779.02246
778.96014	779.29797
779.23572	779.57361
779.51147	779.84949
779.78741	780.12549
780.06354	780.40173
780.33984	780.6781
780.61639	780.95477
780.89313	781.23157
781.17004	781.50861
781.44714	781.78583
781.72449	782.06323
782.00201	782.34088
782.27972	782.61865
782.55762	782.89673
782.83575	783.17493
783.11401	783.45325
783.39252	783.73187
783.6712	784.01068
783.95013	784.28967
784.22925	784.56891
784.50854	784.84827
784.78802	785.12787
785.06769	785.40765
785.3476	785.68762
785.62769	785.96783
785.90796	786.24823
786.18848	786.52881
786.46918	786.80963
786.75006	787.09058
787.03113	787.37183
787.31244	787.6532
787.59393	787.93481
787.87561	788.21655
788.15753	788.4986
788.43964	788.78076
788.72192	789.06323
789.00446	789.34583
789.28717	789.62866
789.57007	789.91162
789.85315	790.19482
790.13647	790.47827
790.41998	790.76184
790.70374	791.04572
790.98767	791.32971
791.27179	791.61395
791.55609	791.89838
791.84064	792.18298
792.12537	792.4679
792.41034	792.75293
792.6955	793.03821
792.98083	793.32361
793.26642	793.60931
793.55219	793.89514
793.83813	794.18127
794.12433	794.46753
794.41071	794.75403
794.69733	
