Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 1895696
Background: 333.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	127
1	35
2	65
3	370
4	227
5	275
6	288
7	352
8	443
9	509
10	430
11	145
12	148
13	308
14	479
15	362
16	268
17	373
18	808
19	586
20	646
21	643
22	629
23	529
24	936
25	1084
26	707
27	645
28	946
29	1152
30	714
31	750
32	978
33	674
34	698
35	698
36	556
37	812
38	1065
39	1090
40	1095
41	1275
42	1077
43	1520
44	900
45	746
46	1215
47	1385
48	1088
49	1350
50	1146
51	1351
52	1794
53	1715
54	1814
55	2474
56	2199
57	1767
58	2053
59	2186
60	2680
61	2290
62	1835
63	2067
64	2287
65	2240
66	2235
67	2213
68	2011
69	1998
70	2234
71	1948
72	1700
73	1587
74	1999
75	1625
76	1170
77	1347
78	1380
79	1308
80	962
81	1025
82	1150
83	915
84	548
85	816
86	1265
87	678
88	490
89	356
90	462
91	456
92	518
93	550
94	358
95	166
96	158
97	276
98	316
99	221
100	543
101	464
102	572
103	435
104	440
105	413
106	350
107	130
108	173
109	114
110	112
111	244
112	425
113	397
114	242
115	181
116	266
117	241
118	288
119	93
120	166
121	64
122	65
123	88
124	114
125	185
126	172
127	84
128	112
129	86
130	88
131	270
132	145
133	120
134	67
135	62
136	82
137	113
138	61
139	85
140	50
141	114
142	123
143	70
144	90
145	65
146	126
147	81
148	145
149	108
150	73
151	93
152	58
153	90
154	46
155	71
156	104
157	183
158	202
159	160
160	169
161	164
162	39
163	246
164	109
165	111
166	150
167	63
168	70
169	32
170	97
171	31
172	70
173	82
174	71
175	155
176	70
177	72
178	76
179	55
180	73
181	84
182	92
183	73
184	211
185	107
186	154
187	70
188	34
189	109
190	69
191	118
192	68
193	30
194	142
195	92
196	95
197	56
198	49
199	81
200	34
201	87
202	100
203	51
204	69
205	69
206	68
207	199
208	75
209	77
210	98
211	52
212	44
213	55
214	42
215	38
216	89
217	66
218	90
219	33
220	97
221	103
222	125
223	85
224	89
225	86
226	42
227	81
228	14
229	41
230	60
231	79
232	112
233	86
234	108
235	135
236	61
237	108
238	116
239	42
240	37
241	101
242	61
243	81
244	94
245	166
246	181
247	191
248	19
249	86
250	69
251	12
252	98
253	60
254	40
255	79
256	27
257	38
258	21
259	43
260	26
261	90
262	75
263	93
264	44
265	44
266	68
267	39
268	98
269	48
270	109
271	191
272	95
273	79
274	68
275	71
276	43
277	99
278	45
279	56
280	40
281	68
282	88
283	68
284	56
285	103
286	298
287	130
288	49
289	90
290	19
291	12
292	35
293	40
294	45
295	41
296	36
297	56
298	110
299	84
300	48
301	155
302	50
303	92
304	78
305	48
306	63
307	53
308	32
309	57
310	66
311	52
312	99
313	70
314	84
315	90
316	106
317	25
318	84
319	22
320	36
321	75
322	59
323	48
324	75
325	100
326	166
327	38
328	5
329	17
330	51
331	51
332	74
333	73
334	27
335	49
336	50
337	58
338	51
339	68
340	30
341	12
342	62
343	21
344	28
345	87
346	79
347	5
348	28
349	39
350	51
351	75
352	42
353	41
354	99
355	31
356	43
357	60
358	33
359	84
360	24
361	91
362	24
363	62
364	16
365	35
366	43
367	43
368	12
369	24
370	5
371	35
372	50
373	14
374	87
375	36
376	39
377	38
378	97
379	68
380	36
381	80
382	37
383	18
384	34
385	92
386	50
387	31
388	67
389	32
390	52
391	43
392	51
393	28
394	30
395	52
396	73
397	44
398	71
399	78
400	97
401	45
402	27
403	70
404	186
405	120
406	74
407	39
408	26
409	13
410	39
411	29
412	53
413	26
414	12
415	40
416	59
417	29
418	22
419	83
420	31
421	24
422	17
423	34
424	16
425	7
426	49
427	61
428	26
429	16
