
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\Scan Files\Zakaria\CoL3sfine.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240606\CCD Scan 7009
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Beam Current	Total Flux	Counts	Background	Filename
22:42:43	1.00000000	773.99872631	3955225.00000000	155818.00000000	445177.00000000	50464.00000000	0.00000000	0.00000000	302931.00000000	315.00000000	CoN7009-00001
22:43:50	2.00000000	774.34812222	3962550.00000000	155896.00000000	441707.00000000	48596.00000000	0.00000000	0.00000000	296851.00000000	315.00000000	CoN7009-00002
22:44:56	3.00000000	774.60364957	3961457.00000000	156132.00000000	441807.00000000	46856.00000000	0.00000000	0.00000000	289200.00000000	315.00000000	CoN7009-00003
22:46:04	4.00000000	775.05684054	3958094.00000000	156030.00000000	427117.00000000	46809.00000000	0.00000000	0.00000000	353200.00000000	315.00000000	CoN7009-00004
22:47:11	5.00000000	775.15562575	3955210.00000000	156187.00000000	428925.00000000	47124.00000000	0.00000000	0.00000000	286381.00000000	315.00000000	CoN7009-00005
22:48:18	6.00000000	775.30385080	3966623.00000000	156646.00000000	431066.00000000	47173.00000000	0.00000000	0.00000000	292337.00000000	316.00000000	CoN7009-00006
22:49:25	7.00000000	775.45662682	3956076.00000000	156876.00000000	432253.00000000	46715.00000000	0.00000000	0.00000000	297876.00000000	315.00000000	CoN7009-00007
22:50:32	8.00000000	775.60047103	3978735.00000000	158316.00000000	434007.00000000	46722.00000000	0.00000000	0.00000000	292340.00000000	315.00000000	CoN7009-00008
22:51:39	9.00000000	775.75336400	3962160.00000000	158074.00000000	436853.00000000	45759.00000000	0.00000000	0.00000000	371259.00000000	314.00000000	CoN7009-00009
22:52:47	10.00000000	775.91981603	3970326.00000000	158108.00000000	434371.00000000	46306.00000000	0.00000000	0.00000000	348868.00000000	314.00000000	CoN7009-00010
22:53:53	11.00000000	776.06383216	3956845.00000000	157457.00000000	434093.00000000	46414.00000000	0.00000000	0.00000000	349601.00000000	314.00000000	CoN7009-00011
22:55:00	12.00000000	776.20790177	3959936.00000000	157585.00000000	432097.00000000	46693.00000000	0.00000000	0.00000000	298798.00000000	316.00000000	CoN7009-00012
22:56:08	13.00000000	776.36103435	3959112.00000000	157439.00000000	438308.00000000	46431.00000000	0.00000000	0.00000000	287961.00000000	315.00000000	CoN7009-00013
22:57:16	14.00000000	776.50972084	3958065.00000000	157666.00000000	443758.00000000	46154.00000000	0.00000000	0.00000000	338182.00000000	315.00000000	CoN7009-00014
22:58:23	15.00000000	776.65846429	3959367.00000000	157548.00000000	443924.00000000	45738.00000000	0.00000000	0.00000000	340967.00000000	315.00000000	CoN7009-00015
22:59:30	16.00000000	776.81177473	3975356.00000000	159037.00000000	449976.00000000	46388.00000000	0.00000000	0.00000000	334009.00000000	314.00000000	CoN7009-00016
23:00:38	17.00000000	776.96063394	3968790.00000000	158651.00000000	448892.00000000	47323.00000000	0.00000000	0.00000000	278322.00000000	315.00000000	CoN7009-00017
23:01:45	18.00000000	777.10052337	3968441.00000000	158431.00000000	452339.00000000	48213.00000000	0.00000000	0.00000000	278424.00000000	315.00000000	CoN7009-00018
23:02:53	19.00000000	777.25400841	3955748.00000000	157913.00000000	446741.00000000	46728.00000000	0.00000000	0.00000000	346711.00000000	315.00000000	CoN7009-00019
23:04:00	20.00000000	777.40755411	3959887.00000000	158613.00000000	456809.00000000	46658.00000000	0.00000000	0.00000000	353574.00000000	314.00000000	CoN7009-00020
23:05:07	21.00000000	777.55212314	3962381.00000000	159000.00000000	457102.00000000	47306.00000000	0.00000000	0.00000000	291601.00000000	315.00000000	CoN7009-00021
23:06:14	22.00000000	777.72386871	3959376.00000000	159234.00000000	459275.00000000	47894.00000000	0.00000000	0.00000000	353484.00000000	315.00000000	CoN7009-00022
23:07:21	23.00000000	777.85951093	3964186.00000000	159159.00000000	461662.00000000	48012.00000000	0.00000000	0.00000000	300511.00000000	316.00000000	CoN7009-00023
23:08:26	24.00000000	778.00424813	3968072.00000000	159195.00000000	469177.00000000	48697.00000000	0.00000000	0.00000000	354068.00000000	314.00000000	CoN7009-00024
23:09:32	25.00000000	778.15809044	3958609.00000000	159199.00000000	479570.00000000	50206.00000000	0.00000000	0.00000000	316513.00000000	315.00000000	CoN7009-00025
23:10:39	26.00000000	778.30293879	3956256.00000000	158649.00000000	489400.00000000	53083.00000000	0.00000000	0.00000000	362814.00000000	314.00000000	CoN7009-00026
23:11:44	27.00000000	778.45237015	3946463.00000000	158469.00000000	509710.00000000	58268.00000000	0.00000000	0.00000000	361891.00000000	314.00000000	CoN7009-00027
23:12:52	28.00000000	778.60638977	3949171.00000000	158594.00000000	530765.00000000	64514.00000000	0.00000000	0.00000000	375731.00000000	314.00000000	CoN7009-00028
23:13:58	29.00000000	778.76047034	3948021.00000000	158701.00000000	541816.00000000	66535.00000000	0.00000000	0.00000000	314358.00000000	315.00000000	CoN7009-00029
23:15:08	30.00000000	778.91461192	3948382.00000000	158595.00000000	557927.00000000	66167.00000000	0.00000000	0.00000000	316443.00000000	316.00000000	CoN7009-00030
