
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\Scan Files\Zakaria\CoL3sfine.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240607\CCD Scan 7011
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Beam Current	Total Flux	Counts	Background	Filename
01:41:56	1.00000000	773.99872631	3972124.00000000	160551.00000000	546149.00000000	37817.00000000	0.00000000	0.00000000	322858.00000000	315.00000000	CoN7011-00001
01:43:03	2.00000000	774.34812222	3966404.00000000	159177.00000000	548760.00000000	36033.00000000	0.00000000	0.00000000	333591.00000000	315.00000000	CoN7011-00002
01:44:10	3.00000000	774.60364957	3960134.00000000	158116.00000000	547546.00000000	36558.00000000	0.00000000	0.00000000	330502.00000000	315.00000000	CoN7011-00003
01:45:17	4.00000000	775.05235090	3958350.00000000	156750.00000000	540487.00000000	36684.00000000	0.00000000	0.00000000	331273.00000000	315.00000000	CoN7011-00004
01:46:24	5.00000000	775.15113497	3953195.00000000	155558.00000000	537500.00000000	36771.00000000	0.00000000	0.00000000	348623.00000000	314.00000000	CoN7011-00005
01:47:31	6.00000000	775.30834335	3957279.00000000	154767.00000000	538370.00000000	36756.00000000	0.00000000	0.00000000	331990.00000000	315.00000000	CoN7011-00006
01:48:38	7.00000000	775.45213255	3946404.00000000	153875.00000000	539764.00000000	36668.00000000	0.00000000	0.00000000	265011.00000000	316.00000000	CoN7011-00007
01:49:45	8.00000000	775.60496702	3958183.00000000	153824.00000000	541797.00000000	36758.00000000	0.00000000	0.00000000	330433.00000000	315.00000000	CoN7011-00008
01:50:52	9.00000000	775.75786176	3946431.00000000	153113.00000000	539811.00000000	36725.00000000	0.00000000	0.00000000	329592.00000000	315.00000000	CoN7011-00009
01:51:59	10.00000000	775.91081679	3955927.00000000	153674.00000000	537220.00000000	36787.00000000	0.00000000	0.00000000	324681.00000000	315.00000000	CoN7011-00010
01:53:07	11.00000000	776.05933085	3947041.00000000	153116.00000000	535082.00000000	36820.00000000	0.00000000	0.00000000	307495.00000000	316.00000000	CoN7011-00011
01:54:14	12.00000000	776.20339878	3952357.00000000	152981.00000000	539271.00000000	36801.00000000	0.00000000	0.00000000	314774.00000000	315.00000000	CoN7011-00012
01:55:21	13.00000000	776.35202488	3944237.00000000	152671.00000000	539396.00000000	36739.00000000	0.00000000	0.00000000	330870.00000000	315.00000000	CoN7011-00013
01:56:28	14.00000000	776.50972084	3952707.00000000	153042.00000000	542999.00000000	36920.00000000	0.00000000	0.00000000	318195.00000000	315.00000000	CoN7011-00014
01:57:35	15.00000000	776.65846429	3946049.00000000	152729.00000000	544047.00000000	36974.00000000	0.00000000	0.00000000	297518.00000000	315.00000000	CoN7011-00015
01:58:43	16.00000000	776.81177473	3954414.00000000	153551.00000000	541616.00000000	37031.00000000	0.00000000	0.00000000	316579.00000000	315.00000000	CoN7011-00016
01:59:51	17.00000000	776.95612222	3946264.00000000	153225.00000000	542117.00000000	37146.00000000	0.00000000	0.00000000	318965.00000000	315.00000000	CoN7011-00017
02:00:58	18.00000000	777.10052337	3960983.00000000	153997.00000000	549845.00000000	37261.00000000	0.00000000	0.00000000	320334.00000000	315.00000000	CoN7011-00018
