Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 2022085
Background: 336.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	193
1	85
2	61
3	44
4	34
5	52
6	155
7	178
8	50
9	58
10	232
11	155
12	311
13	537
14	188
15	420
16	431
17	167
18	381
19	87
20	248
21	126
22	186
23	390
24	401
25	306
26	206
27	114
28	102
29	44
30	115
31	192
32	531
33	940
34	594
35	548
36	379
37	548
38	405
39	565
40	778
41	826
42	599
43	681
44	678
45	710
46	967
47	662
48	527
49	414
50	850
51	734
52	873
53	1005
54	1229
55	1382
56	1475
57	1662
58	1361
59	1262
60	1061
61	1188
62	1200
63	870
64	1093
65	1311
66	1465
67	1558
68	1721
69	1289
70	2431
71	3061
72	2756
73	2362
74	2726
75	2559
76	2234
77	2107
78	2621
79	2640
80	3024
81	3239
82	2376
83	2203
84	2078
85	1684
86	1745
87	1180
88	1338
89	1277
90	1611
91	1790
92	1486
93	1043
94	882
95	941
96	1049
97	1283
98	765
99	439
100	987
101	671
102	210
103	306
104	583
105	375
106	678
107	368
108	98
109	280
110	566
111	575
112	455
113	263
114	572
115	479
116	233
117	241
118	518
119	469
120	387
121	347
122	724
123	771
124	284
125	143
126	417
127	93
128	89
129	175
130	162
131	71
132	115
133	139
134	76
135	91
136	146
137	100
138	49
139	87
140	180
141	120
142	57
143	15
144	82
145	83
146	119
147	126
148	112
149	150
150	95
151	109
152	113
153	144
154	74
155	102
156	77
157	88
158	106
159	115
160	103
161	64
162	70
163	155
164	110
165	146
166	61
167	109
168	101
169	94
170	92
171	74
172	79
173	97
174	57
175	37
176	69
177	79
178	98
179	101
180	100
181	93
182	50
183	91
184	128
185	107
186	84
187	102
188	129
189	123
190	86
191	66
192	69
193	69
194	47
195	65
196	133
197	93
198	116
199	144
200	87
201	159
202	189
203	162
204	149
205	50
206	78
207	81
208	96
209	37
210	94
211	74
212	22
213	50
214	73
215	45
216	84
217	35
218	99
219	45
220	50
221	91
222	75
223	117
224	42
225	67
226	27
227	71
228	47
229	64
230	83
231	112
232	125
233	79
234	47
235	59
236	104
237	48
238	65
239	71
240	109
241	143
242	81
243	91
244	82
245	133
246	88
247	108
248	115
249	116
250	66
251	95
252	65
253	45
254	40
255	50
256	72
257	113
258	69
259	45
260	54
261	83
262	37
263	96
264	95
265	72
266	89
267	78
268	103
269	17
270	60
271	58
272	94
273	115
274	66
275	72
276	7
277	79
278	54
279	149
280	72
281	43
282	17
283	57
284	102
285	60
286	38
287	43
288	53
289	74
290	54
291	49
292	71
293	91
294	48
295	56
296	103
297	51
298	68
299	145
300	160
301	117
302	48
303	78
304	143
305	104
306	65
307	57
308	93
309	39
310	113
311	82
312	61
313	43
314	70
315	45
316	56
317	80
318	120
319	81
320	204
321	81
322	69
323	44
324	57
325	77
326	104
327	78
328	75
329	29
330	30
331	73
332	43
333	44
334	60
335	36
336	40
337	77
338	68
339	126
340	40
341	20
342	20
343	79
344	130
345	65
346	69
347	101
348	56
349	31
350	66
351	84
352	80
353	75
354	47
355	76
356	129
357	65
358	47
359	39
360	47
361	31
362	34
363	78
364	35
365	57
366	44
367	95
368	18
369	42
370	39
371	32
372	59
373	48
374	57
375	85
376	117
377	125
378	61
379	37
380	82
381	36
382	48
383	67
384	124
385	57
386	61
387	36
388	45
389	67
390	39
391	80
392	86
393	54
394	87
395	133
396	77
397	45
398	47
399	36
400	64
401	15
402	42
403	50
404	55
405	59
406	81
407	107
408	64
409	52
410	49
411	41
412	63
413	97
414	104
415	59
416	65
417	53
418	59
419	142
420	280
421	165
422	47
423	52
424	164
425	115
426	73
427	29
428	24
429	39
430	66
431	53
432	62
433	92
434	80
435	72
436	36
437	34
438	35
439	45
440	8
441	28
442	65
443	35
444	60
445	27
446	47
447	22
448	92
449	82
450	63
451	109
452	63
453	96
454	57
455	27
456	54
457	20
458	120
459	77
460	103
461	106
462	53
463	68
464	57
465	18
466	28
467	32
468	53
469	174
470	29
471	10
472	6
473	29
474	16
475	53
476	22
477	76
478	42
479	117
480	50
481	36
482	53
483	30
484	27
485	10
486	27
487	40
488	57
489	48
490	31
491	27
492	49
493	406
494	152
495	82
496	19
497	151
498	47
499	23
500	50
501	33
502	78
503	24
504	160
505	74
506	134
507	106
508	40
509	17
510	52
511	50
512	140
513	55
514	64
515	25
516	28
517	42
518	40
519	48
520	47
521	3
522	88
523	74
524	95
525	43
526	26
527	120
528	68
529	28
530	20
531	41
532	18
533	55
534	38
535	58
536	52
537	32
538	37
539	50
540	22
541	80
542	40
543	20
544	3
545	26
546	40
547	222
548	267
549	90
550	88
551	182
552	29
553	52
554	21
555	31
556	50
557	80
558	39
559	23
560	19
561	71
562	69
563	121
564	97
565	48
566	86
567	170
568	156
569	228
570	146
571	41
572	69
573	45
574	87
575	75
576	113
577	98
578	31
579	44
580	34
581	28
582	13
583	115
584	39
585	40
586	47
587	37
588	65
589	32
590	54
591	99
592	143
593	30
594	40
595	42
596	30
597	48
598	41
599	79
600	91
601	208
602	95
603	101
604	85
605	110
606	125
607	110
608	129
609	60
610	80
611	109
612	97
613	50
614	82
615	39
616	44
617	94
618	87
619	360
620	185
621	123
622	122
623	57
624	94
625	6
626	65
627	29
628	74
629	77
630	42
631	43
632	71
633	27
634	30
635	35
636	47
637	36
638	48
639	41
640	61
641	187
642	36
643	10
644	43
645	47
646	168
647	27
648	67
649	47
650	74
