Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 698253
Background: 335.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	76
1	284
2	171
3	319
4	139
5	316
6	156
7	66
8	38
9	61
10	211
11	268
12	258
13	341
14	438
15	709
16	465
17	302
18	69
19	457
20	525
21	293
22	777
23	481
24	605
25	525
26	768
27	730
28	1209
29	959
30	1035
31	606
32	697
33	1006
34	1104
35	643
36	1192
37	1625
38	1171
39	1398
40	1169
41	1321
42	1278
43	1483
44	2581
45	1636
46	1400
47	1740
48	1564
49	1828
50	1670
51	1553
52	1553
53	1880
54	2164
55	2352
56	2114
57	2692
58	2357
59	2670
60	2967
61	3185
62	3058
63	3512
64	3631
65	3453
66	3771
67	3754
68	4521
69	3840
70	3471
71	4108
72	4498
73	4323
74	4020
75	4191
76	5004
77	4375
78	3974
79	4046
80	3775
81	3332
82	3103
83	2911
84	2989
85	2855
86	3282
87	2478
88	2377
89	1996
90	2267
91	1916
92	1651
93	1423
94	1080
95	908
96	1279
97	931
98	1089
99	895
100	836
101	583
102	654
103	736
104	847
105	671
106	610
107	967
108	777
109	362
110	445
111	838
112	660
113	605
114	489
115	422
116	389
117	309
118	408
119	393
120	395
121	138
122	244
123	129
124	70
125	190
126	121
127	57
128	89
129	181
130	107
131	107
132	308
133	177
134	140
135	220
136	212
137	104
138	114
139	156
140	93
141	69
142	74
143	153
144	155
145	107
146	79
147	96
148	102
149	83
150	100
151	176
152	130
153	285
154	157
155	65
156	40
157	56
158	93
159	99
160	108
161	74
162	46
163	124
164	65
165	76
166	87
167	80
168	67
169	83
170	82
171	107
172	78
173	98
174	63
175	65
176	99
177	80
178	86
179	49
180	61
181	77
182	61
183	68
184	83
185	87
186	117
187	183
188	151
189	168
190	99
191	84
192	76
193	79
194	69
195	89
196	86
197	53
198	34
199	95
200	98
201	85
202	91
203	80
204	111
205	57
206	67
207	126
208	71
209	109
210	141
211	83
212	77
213	70
214	69
215	64
216	64
217	55
218	91
219	129
220	118
221	88
222	100
223	135
224	138
225	81
226	122
227	93
228	86
229	67
230	65
231	124
232	217
233	101
234	117
235	181
236	93
237	92
238	62
239	35
240	116
241	91
242	82
243	55
244	46
245	89
246	59
247	45
248	22
249	110
250	43
251	71
252	113
253	113
254	67
255	23
256	95
257	39
258	81
259	51
260	60
261	65
262	59
263	133
264	57
265	96
266	103
267	57
268	90
269	49
270	60
271	53
272	54
273	47
274	58
275	61
276	37
277	53
278	73
279	21
280	63
281	55
282	97
283	65
284	45
285	52
286	53
287	30
288	121
289	117
290	45
291	48
292	56
293	46
294	65
295	69
296	85
297	98
298	107
299	29
300	41
301	123
302	83
303	80
304	120
305	63
306	61
307	44
308	60
