
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\Scan Files\Zakaria\CoL3sfine.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240607\CCD Scan 7010
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Beam Current	Total Flux	Counts	Background	Filename
00:12:22	1.00000000	773.98529430	3925714.00000000	160026.00000000	458940.00000000	44184.00000000	0.00000000	0.00000000	306082.00000000	315.00000000	CoN7010-00001
00:13:28	2.00000000	774.30779121	3906192.00000000	158867.00000000	469416.00000000	41037.00000000	0.00000000	0.00000000	320466.00000000	315.00000000	CoN7010-00002
00:14:34	3.00000000	774.60813401	3887646.00000000	157475.00000000	471348.00000000	40178.00000000	0.00000000	0.00000000	302743.00000000	315.00000000	CoN7010-00003
00:15:43	4.00000000	775.02990348	3898756.00000000	158011.00000000	474674.00000000	39979.00000000	0.00000000	0.00000000	310407.00000000	315.00000000	CoN7010-00004
00:16:50	5.00000000	775.16011658	3897965.00000000	157412.00000000	473808.00000000	40028.00000000	0.00000000	0.00000000	295703.00000000	315.00000000	CoN7010-00005
00:17:57	6.00000000	775.30385080	3910578.00000000	157947.00000000	474147.00000000	40060.00000000	0.00000000	0.00000000	296289.00000000	315.00000000	CoN7010-00006
00:19:04	7.00000000	775.45662682	3906679.00000000	157814.00000000	480700.00000000	40024.00000000	0.00000000	0.00000000	309633.00000000	315.00000000	CoN7010-00007
00:20:12	8.00000000	775.60047103	3915416.00000000	157880.00000000	478596.00000000	39703.00000000	0.00000000	0.00000000	296620.00000000	315.00000000	CoN7010-00008
00:21:18	9.00000000	775.75336400	3921455.00000000	158208.00000000	479646.00000000	39799.00000000	0.00000000	0.00000000	295862.00000000	315.00000000	CoN7010-00009
00:22:25	10.00000000	775.91531639	3948537.00000000	159726.00000000	481322.00000000	40050.00000000	0.00000000	0.00000000	293152.00000000	315.00000000	CoN7010-00010
00:23:32	11.00000000	776.05933085	3948150.00000000	159246.00000000	481141.00000000	40152.00000000	0.00000000	0.00000000	369023.00000000	314.00000000	CoN7010-00011
00:24:38	12.00000000	776.20339878	3969706.00000000	159642.00000000	483402.00000000	40344.00000000	0.00000000	0.00000000	314266.00000000	315.00000000	CoN7010-00012
