
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\Scan Files\Zakaria\CoL3sfine.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240607\CCD Scan 7010
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Beam Current	Total Flux	Counts	Background	Filename
00:25:46	13.00000000	776.35652959	3963328.00000000	159025.00000000	483868.00000000	40399.00000000	0.00000000	0.00000000	300368.00000000	315.00000000	CoN7010-00013
00:26:52	14.00000000	776.50521435	3973461.00000000	159916.00000000	487901.00000000	40360.00000000	0.00000000	0.00000000	301948.00000000	315.00000000	CoN7010-00014
00:27:58	15.00000000	776.65395607	3962845.00000000	159664.00000000	488400.00000000	40118.00000000	0.00000000	0.00000000	296832.00000000	315.00000000	CoN7010-00015
00:29:06	16.00000000	776.82981523	3963727.00000000	159669.00000000	488309.00000000	39952.00000000	0.00000000	0.00000000	313013.00000000	315.00000000	CoN7010-00016
00:30:13	17.00000000	776.95612222	3957190.00000000	159427.00000000	487743.00000000	40154.00000000	0.00000000	0.00000000	321147.00000000	315.00000000	CoN7010-00017
00:31:18	18.00000000	777.10052337	3973465.00000000	160496.00000000	491070.00000000	40326.00000000	0.00000000	0.00000000	303048.00000000	315.00000000	CoN7010-00018
00:32:25	19.00000000	777.25852360	3962320.00000000	159965.00000000	491551.00000000	40346.00000000	0.00000000	0.00000000	308435.00000000	315.00000000	CoN7010-00019
00:33:31	20.00000000	777.40303719	3978043.00000000	160433.00000000	495651.00000000	40608.00000000	0.00000000	0.00000000	299664.00000000	316.00000000	CoN7010-00020
00:34:37	21.00000000	777.55664178	3967538.00000000	159901.00000000	496763.00000000	40739.00000000	0.00000000	0.00000000	297356.00000000	315.00000000	CoN7010-00021
00:35:45	22.00000000	777.71482758	3964524.00000000	159274.00000000	497197.00000000	40729.00000000	0.00000000	0.00000000	304358.00000000	315.00000000	CoN7010-00022
00:36:52	23.00000000	777.85498876	3956672.00000000	159338.00000000	503419.00000000	40819.00000000	0.00000000	0.00000000	313682.00000000	315.00000000	CoN7010-00023
00:37:58	24.00000000	778.00877204	3949198.00000000	159034.00000000	507956.00000000	41114.00000000	0.00000000	0.00000000	293000.00000000	315.00000000	CoN7010-00024
00:39:04	25.00000000	778.15809044	3952962.00000000	159400.00000000	515723.00000000	41893.00000000	0.00000000	0.00000000	291372.00000000	316.00000000	CoN7010-00025
00:40:11	26.00000000	778.30746617	3947381.00000000	159271.00000000	525674.00000000	43068.00000000	0.00000000	0.00000000	304805.00000000	315.00000000	CoN7010-00026
00:41:18	27.00000000	778.45237015	3950660.00000000	159213.00000000	545723.00000000	44778.00000000	0.00000000	0.00000000	368826.00000000	315.00000000	CoN7010-00027
00:42:24	28.00000000	778.61092068	3960141.00000000	159847.00000000	563914.00000000	45925.00000000	0.00000000	0.00000000	324383.00000000	315.00000000	CoN7010-00028
00:43:30	29.00000000	778.75140509	3957762.00000000	159508.00000000	582794.00000000	45169.00000000	0.00000000	0.00000000	319425.00000000	314.00000000	CoN7010-00029
00:44:37	30.00000000	778.91461192	3958647.00000000	160360.00000000	594405.00000000	43444.00000000	0.00000000	0.00000000	397398.00000000	314.00000000	CoN7010-00030
00:45:43	31.00000000	779.05520596	3955425.00000000	160327.00000000	604281.00000000	43409.00000000	0.00000000	0.00000000	336851.00000000	315.00000000	CoN7010-00031
00:46:49	32.00000000	779.20038855	3948840.00000000	159960.00000000	622324.00000000	45516.00000000	0.00000000	0.00000000	360130.00000000	315.00000000	CoN7010-00032
00:47:56	33.00000000	779.35470435	3946136.00000000	160080.00000000	641760.00000000	48383.00000000	0.00000000	0.00000000	363097.00000000	314.00000000	CoN7010-00033
00:49:03	34.00000000	779.50908130	3946891.00000000	160022.00000000	660538.00000000	49548.00000000	0.00000000	0.00000000	379812.00000000	315.00000000	CoN7010-00034
00:50:10	35.00000000	779.65897625	3945990.00000000	159282.00000000	681904.00000000	50080.00000000	0.00000000	0.00000000	369744.00000000	315.00000000	CoN7010-00035
00:51:15	36.00000000	779.80892886	3948948.00000000	159189.00000000	704927.00000000	50917.00000000	0.00000000	0.00000000	389734.00000000	315.00000000	CoN7010-00036
00:52:22	37.00000000	779.95893917	3950528.00000000	159378.00000000	722730.00000000	50808.00000000	0.00000000	0.00000000	441916.00000000	314.00000000	CoN7010-00037
00:53:29	38.00000000	780.10445884	3951732.00000000	159251.00000000	728133.00000000	51378.00000000	0.00000000	0.00000000	402134.00000000	315.00000000	CoN7010-00038
00:54:36	39.00000000	780.25458289	3947182.00000000	159054.00000000	738000.00000000	50864.00000000	0.00000000	0.00000000	422976.00000000	315.00000000	CoN7010-00039
00:55:42	40.00000000	780.40931661	3932534.00000000	158807.00000000	748033.00000000	51014.00000000	0.00000000	0.00000000	406641.00000000	316.00000000	CoN7010-00040
00:56:49	41.00000000	780.56411171	3938736.00000000	159052.00000000	757096.00000000	49945.00000000	0.00000000	0.00000000	425800.00000000	315.00000000	CoN7010-00041
00:57:56	42.00000000	780.71441276	3940892.00000000	159062.00000000	747304.00000000	48719.00000000	0.00000000	0.00000000	417313.00000000	316.00000000	CoN7010-00042
00:59:03	43.00000000	780.86021452	3935652.00000000	158411.00000000	738205.00000000	48057.00000000	0.00000000	0.00000000	427390.00000000	315.00000000	CoN7010-00043
01:00:11	44.00000000	781.00607075	3954874.00000000	159176.00000000	746578.00000000	49583.00000000	0.00000000	0.00000000	394899.00000000	315.00000000	CoN7010-00044
01:01:17	45.00000000	781.15198149	3948840.00000000	158386.00000000	752701.00000000	51908.00000000	0.00000000	0.00000000	401139.00000000	316.00000000	CoN7010-00045
01:02:22	46.00000000	781.31163380	3942532.00000000	158626.00000000	743511.00000000	52169.00000000	0.00000000	0.00000000	484533.00000000	315.00000000	CoN7010-00046
01:03:28	47.00000000	781.45309465	3935891.00000000	158367.00000000	728781.00000000	50372.00000000	0.00000000	0.00000000	418765.00000000	315.00000000	CoN7010-00047
01:04:34	48.00000000	781.61287009	3927581.00000000	157847.00000000	701759.00000000	47027.00000000	0.00000000	0.00000000	398027.00000000	315.00000000	CoN7010-00048
01:05:40	49.00000000	781.75444005	3928731.00000000	157857.00000000	680851.00000000	44608.00000000	0.00000000	0.00000000	381977.00000000	315.00000000	CoN7010-00049
01:06:47	50.00000000	781.90519994	3935750.00000000	158356.00000000	664925.00000000	43426.00000000	0.00000000	0.00000000	382037.00000000	316.00000000	CoN7010-00050
01:07:53	51.00000000	782.05601798	3930716.00000000	158074.00000000	641371.00000000	42677.00000000	0.00000000	0.00000000	353008.00000000	315.00000000	CoN7010-00051
01:09:00	52.00000000	782.21146714	3944039.00000000	158344.00000000	624714.00000000	42332.00000000	0.00000000	0.00000000	367647.00000000	315.00000000	CoN7010-00052
01:10:06	53.00000000	782.36240338	3935984.00000000	157176.00000000	610275.00000000	41969.00000000	0.00000000	0.00000000	380602.00000000	315.00000000	CoN7010-00053
01:11:13	54.00000000	782.50882143	3932813.00000000	157590.00000000	597101.00000000	41749.00000000	0.00000000	0.00000000	360168.00000000	315.00000000	CoN7010-00054
01:12:20	55.00000000	782.65071620	3927931.00000000	156909.00000000	590744.00000000	41444.00000000	0.00000000	0.00000000	374231.00000000	315.00000000	CoN7010-00055
01:13:27	56.00000000	782.80640191	3919225.00000000	156719.00000000	573835.00000000	41168.00000000	0.00000000	0.00000000	345710.00000000	315.00000000	CoN7010-00056
01:14:34	57.00000000	782.95298622	3929625.00000000	157076.00000000	571588.00000000	41269.00000000	0.00000000	0.00000000	338007.00000000	315.00000000	CoN7010-00057
01:15:41	58.00000000	783.10420882	3926552.00000000	156613.00000000	562874.00000000	41117.00000000	0.00000000	0.00000000	346672.00000000	315.00000000	CoN7010-00058
01:16:48	59.00000000	783.26007503	3930066.00000000	157412.00000000	562774.00000000	41222.00000000	0.00000000	0.00000000	360410.00000000	315.00000000	CoN7010-00059
01:17:55	60.00000000	783.41141629	3926070.00000000	158022.00000000	556656.00000000	41249.00000000	0.00000000	0.00000000	342747.00000000	315.00000000	CoN7010-00060
01:19:03	61.00000000	783.55822731	3925347.00000000	157545.00000000	546436.00000000	41218.00000000	0.00000000	0.00000000	356033.00000000	315.00000000	CoN7010-00061
01:20:10	62.00000000	783.69591264	3926793.00000000	157906.00000000	543402.00000000	41219.00000000	0.00000000	0.00000000	350373.00000000	314.00000000	CoN7010-00062
01:21:17	63.00000000	783.85660670	3928301.00000000	157494.00000000	531811.00000000	40972.00000000	0.00000000	0.00000000	350903.00000000	315.00000000	CoN7010-00063
01:22:24	64.00000000	784.01277261	3931285.00000000	157665.00000000	529028.00000000	40658.00000000	0.00000000	0.00000000	343262.00000000	315.00000000	CoN7010-00064
01:23:31	65.00000000	784.16440493	3929657.00000000	157589.00000000	521909.00000000	40619.00000000	0.00000000	0.00000000	335445.00000000	315.00000000	CoN7010-00065
01:24:39	66.00000000	784.31609592	3932211.00000000	157558.00000000	514052.00000000	40650.00000000	0.00000000	0.00000000	407874.00000000	314.00000000	CoN7010-00066
01:25:46	67.00000000	784.45404777	3930363.00000000	157161.00000000	507877.00000000	40609.00000000	0.00000000	0.00000000	388514.00000000	314.00000000	CoN7010-00067
01:26:53	68.00000000	784.60585086	3929691.00000000	157685.00000000	502753.00000000	40580.00000000	0.00000000	0.00000000	389240.00000000	314.00000000	CoN7010-00068
01:28:00	69.00000000	784.75310998	3929892.00000000	157225.00000000	497247.00000000	40385.00000000	0.00000000	0.00000000	337780.00000000	315.00000000	CoN7010-00069
01:29:06	70.00000000	785.00173514	3938912.00000000	157340.00000000	493048.00000000	40145.00000000	0.00000000	0.00000000	324195.00000000	315.00000000	CoN7010-00070
01:30:14	71.00000000	785.30121520	3944293.00000000	157785.00000000	491638.00000000	40227.00000000	0.00000000	0.00000000	314062.00000000	315.00000000	CoN7010-00071
01:31:19	72.00000000	785.59631124	3945932.00000000	157942.00000000	496192.00000000	40293.00000000	0.00000000	0.00000000	312629.00000000	315.00000000	CoN7010-00072
01:32:26	73.00000000	785.92394303	3955950.00000000	158349.00000000	513463.00000000	40407.00000000	0.00000000	0.00000000	309325.00000000	315.00000000	CoN7010-00073
01:33:34	74.00000000	786.20102811	3944508.00000000	157064.00000000	515886.00000000	40472.00000000	0.00000000	0.00000000	292735.00000000	315.00000000	CoN7010-00074
01:34:41	75.00000000	786.49680097	3948138.00000000	157285.00000000	494387.00000000	40433.00000000	0.00000000	0.00000000	310368.00000000	315.00000000	CoN7010-00075
01:35:49	76.00000000	786.80667673	3954283.00000000	157577.00000000	474921.00000000	40335.00000000	0.00000000	0.00000000	303234.00000000	315.00000000	CoN7010-00076
01:36:56	77.00000000	787.09827529	3954363.00000000	157391.00000000	467233.00000000	40471.00000000	0.00000000	0.00000000	309329.00000000	315.00000000	CoN7010-00077
