SU
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\ScanFiles\Zakaria Long Pickle RIXS\CoL3.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240706\CCD Scan 17177
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Sample Current	Beam Current	Total Flux	Counts	Background	Filename
03:41:25	1.00000000	775.01194649	30603446.00000000	713075.00000000	9987520.00000000	264837.00000000	0.00000000	0.00000000	0.00000000	560682.00000000	334.00000000	cox17177-00001
03:46:31	2.00000000	775.51056214	30821566.00000000	716298.00000000	9889708.00000000	270935.00000000	0.00000000	0.00000000	0.00000000	567998.00000000	334.00000000	cox17177-00002
03:51:38	3.00000000	776.01432059	30916400.00000000	719925.00000000	9803646.00000000	273909.00000000	0.00000000	0.00000000	0.00000000	584878.00000000	334.00000000	cox17177-00003
03:56:45	4.00000000	776.50972084	30968050.00000000	720324.00000000	9714600.00000000	276394.00000000	0.00000000	0.00000000	0.00000000	597791.00000000	334.00000000	cox17177-00004
04:01:52	5.00000000	777.02380357	30956858.00000000	721391.00000000	9725221.00000000	278824.00000000	0.00000000	0.00000000	0.00000000	608289.00000000	334.00000000	cox17177-00005
04:06:59	6.00000000	777.51145766	30889997.00000000	716460.00000000	9872858.00000000	283881.00000000	0.00000000	0.00000000	0.00000000	651981.00000000	334.00000000	cox17177-00006
04:12:06	7.00000000	777.71482758	31072577.00000000	721625.00000000	9923911.00000000	293996.00000000	0.00000000	0.00000000	0.00000000	716341.00000000	334.00000000	cox17177-00007
04:17:13	8.00000000	777.90021283	30972838.00000000	715913.00000000	9985435.00000000	308604.00000000	0.00000000	0.00000000	0.00000000	749074.00000000	333.00000000	cox17177-00008
04:22:20	9.00000000	778.10831127	31132668.00000000	719313.00000000	10102170.00000000	333177.00000000	0.00000000	0.00000000	0.00000000	783391.00000000	335.00000000	cox17177-00009
04:27:25	10.00000000	778.30746617	31090087.00000000	717033.00000000	10057009.00000000	349286.00000000	0.00000000	0.00000000	0.00000000	987466.00000000	333.00000000	cox17177-00010
04:32:32	11.00000000	778.49766371	31223027.00000000	720993.00000000	9962178.00000000	345298.00000000	0.00000000	0.00000000	0.00000000	1082913.00000000	333.00000000	cox17177-00011
04:37:41	12.00000000	778.70154998	31104838.00000000	719413.00000000	9902395.00000000	351325.00000000	0.00000000	0.00000000	0.00000000	1078441.00000000	334.00000000	cox17177-00012
04:42:48	13.00000000	778.90554308	31240209.00000000	723601.00000000	10115509.00000000	376443.00000000	0.00000000	0.00000000	0.00000000	1202710.00000000	334.00000000	cox17177-00013
04:47:54	14.00000000	779.10510637	31119313.00000000	721699.00000000	10496542.00000000	413397.00000000	0.00000000	0.00000000	0.00000000	1382926.00000000	334.00000000	cox17177-00014
04:53:01	15.00000000	779.31385010	31300337.00000000	727491.00000000	11105783.00000000	448239.00000000	0.00000000	0.00000000	0.00000000	1566418.00000000	334.00000000	cox17177-00015
04:58:07	16.00000000	779.50908130	31223478.00000000	724085.00000000	11414966.00000000	458362.00000000	0.00000000	0.00000000	0.00000000	1682539.00000000	334.00000000	cox17177-00016
05:03:14	17.00000000	779.70895404	31200490.00000000	726277.00000000	11542705.00000000	456246.00000000	0.00000000	0.00000000	0.00000000	1769608.00000000	334.00000000	cox17177-00017
05:08:20	18.00000000	779.90438329	31233678.00000000	726694.00000000	11679735.00000000	439829.00000000	0.00000000	0.00000000	0.00000000	1864557.00000000	334.00000000	cox17177-00018
05:13:27	19.00000000	780.10445884	31267105.00000000	730003.00000000	11959489.00000000	453772.00000000	0.00000000	0.00000000	0.00000000	1924161.00000000	334.00000000	cox17177-00019
05:18:34	20.00000000	780.30463708	31275747.00000000	729003.00000000	11747272.00000000	434058.00000000	0.00000000	0.00000000	0.00000000	1881184.00000000	334.00000000	cox17177-00020
05:23:40	21.00000000	780.50036511	31322579.00000000	729134.00000000	11581478.00000000	424043.00000000	0.00000000	0.00000000	0.00000000	1852034.00000000	335.00000000	cox17177-00021
05:28:46	22.00000000	780.70530195	31271802.00000000	728215.00000000	11596728.00000000	422335.00000000	0.00000000	0.00000000	0.00000000	1813858.00000000	335.00000000	cox17177-00022
