
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\Scan Files\Zakaria\CoL3sfine.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240607\CCD Scan 7013
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Beam Current	Total Flux	Counts	Background	Filename
05:39:43	53.00000000	782.35782870	3942401.00000000	156316.00000000	609521.00000000	47602.00000000	0.00000000	0.00000000	334844.00000000	315.00000000	CoN7013-00053
05:40:51	54.00000000	782.51339788	3942071.00000000	156548.00000000	601302.00000000	43192.00000000	0.00000000	0.00000000	346902.00000000	315.00000000	CoN7013-00054
05:41:57	55.00000000	782.65071620	3935956.00000000	155631.00000000	586707.00000000	40110.00000000	0.00000000	0.00000000	396302.00000000	314.00000000	CoN7013-00055
05:43:05	56.00000000	782.81098184	3940073.00000000	156691.00000000	580283.00000000	41291.00000000	0.00000000	0.00000000	325309.00000000	315.00000000	CoN7013-00056
05:44:12	57.00000000	782.95756787	3938736.00000000	156261.00000000	576671.00000000	41418.00000000	0.00000000	0.00000000	392654.00000000	315.00000000	CoN7013-00057
05:45:19	58.00000000	783.10879223	3934692.00000000	155956.00000000	568898.00000000	41220.00000000	0.00000000	0.00000000	387486.00000000	315.00000000	CoN7013-00058
05:46:26	59.00000000	783.26007503	3934901.00000000	156580.00000000	565184.00000000	41785.00000000	0.00000000	0.00000000	396186.00000000	315.00000000	CoN7013-00059
05:47:33	60.00000000	783.41141629	3937467.00000000	157098.00000000	565584.00000000	42178.00000000	0.00000000	0.00000000	391194.00000000	315.00000000	CoN7013-00060
05:48:41	61.00000000	783.55363864	3937824.00000000	157290.00000000	557192.00000000	42193.00000000	0.00000000	0.00000000	323523.00000000	316.00000000	CoN7013-00061
05:49:48	62.00000000	783.69591264	3934493.00000000	157239.00000000	549229.00000000	41702.00000000	0.00000000	0.00000000	376123.00000000	314.00000000	CoN7013-00062
05:50:56	63.00000000	783.85201452	3938494.00000000	157587.00000000	543162.00000000	41363.00000000	0.00000000	0.00000000	398608.00000000	314.00000000	CoN7013-00063
05:52:03	64.00000000	784.00817861	3939685.00000000	157751.00000000	531688.00000000	39982.00000000	0.00000000	0.00000000	297391.00000000	316.00000000	CoN7013-00064
05:53:10	65.00000000	784.15980915	3945163.00000000	157820.00000000	528628.00000000	39668.00000000	0.00000000	0.00000000	374946.00000000	315.00000000	CoN7013-00065
05:54:18	66.00000000	784.31149837	3941691.00000000	157632.00000000	516645.00000000	39290.00000000	0.00000000	0.00000000	373258.00000000	315.00000000	CoN7013-00066
05:55:24	67.00000000	784.45864700	3944361.00000000	158404.00000000	505247.00000000	38721.00000000	0.00000000	0.00000000	369155.00000000	315.00000000	CoN7013-00067
05:56:31	68.00000000	784.61045187	3950813.00000000	158577.00000000	500685.00000000	38387.00000000	0.00000000	0.00000000	292138.00000000	316.00000000	CoN7013-00068
05:57:38	69.00000000	784.75310998	3950440.00000000	158600.00000000	491829.00000000	37971.00000000	0.00000000	0.00000000	359088.00000000	314.00000000	CoN7013-00069
05:58:43	70.00000000	785.00173514	3951549.00000000	158301.00000000	485851.00000000	37303.00000000	0.00000000	0.00000000	316192.00000000	315.00000000	CoN7013-00070
05:59:49	71.00000000	785.30582437	3955890.00000000	158276.00000000	478365.00000000	36757.00000000	0.00000000	0.00000000	298529.00000000	315.00000000	CoN7013-00071
06:00:55	72.00000000	785.60092388	3961493.00000000	158125.00000000	475956.00000000	36691.00000000	0.00000000	0.00000000	359373.00000000	314.00000000	CoN7013-00072
06:02:02	73.00000000	785.91009391	3966518.00000000	158740.00000000	500250.00000000	36603.00000000	0.00000000	0.00000000	361716.00000000	314.00000000	CoN7013-00073
06:03:09	74.00000000	786.21488749	3966990.00000000	158928.00000000	509227.00000000	37979.00000000	0.00000000	0.00000000	363810.00000000	314.00000000	CoN7013-00074
06:04:15	75.00000000	786.49680097	3968428.00000000	159581.00000000	484942.00000000	37482.00000000	0.00000000	0.00000000	293396.00000000	316.00000000	CoN7013-00075
06:05:22	76.00000000	786.80667673	3972262.00000000	159440.00000000	459569.00000000	36261.00000000	0.00000000	0.00000000	313728.00000000	315.00000000	CoN7013-00076
06:06:29	77.00000000	787.11216633	3968757.00000000	159192.00000000	447492.00000000	36123.00000000	0.00000000	0.00000000	297513.00000000	315.00000000	CoN7013-00077
