Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 429023
Background: 339.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	0
1	0
2	0
3	4
4	0
5	0
6	16
7	4
8	0
9	2
10	0
11	4
12	0
13	0
14	9
15	24
16	0
17	0
18	0
19	0
20	19
21	0
22	4
23	0
24	2
25	11
26	0
27	0
28	0
29	0
30	5
31	5
32	0
33	0
34	47
35	27
36	66
37	109
38	21
39	125
40	271
41	19
42	17
43	172
44	40
45	23
46	73
47	229
48	70
49	19
50	4
51	0
52	1
53	4
54	4
55	1
56	0
57	1
58	0
59	0
60	12
61	2
62	4
63	1
64	52
65	0
66	4
67	0
68	0
69	0
70	0
71	3
72	4
73	9
74	15
75	0
76	1
77	1
78	71
79	96
80	3
81	6
82	4
83	0
84	2
85	12
86	2
87	8
88	0
89	0
90	4
91	0
92	13
93	12
94	0
95	5
96	1
97	4
98	4
99	0
100	20
101	23
102	0
103	8
104	15
105	20
106	32
107	14
108	54
109	151
110	30
111	27
112	29
113	52
114	6
115	4
116	11
117	12
118	0
119	53
120	213
121	31
122	0
123	5
124	20
125	6
126	16
127	1
128	4
129	20
130	1
131	0
132	32
133	21
134	6
135	2
136	0
137	16
138	9
139	1
140	0
141	7
142	5
143	0
144	1
145	9
146	3
147	0
148	1
149	1
150	7
151	6
152	11
153	7
154	13
155	8
156	26
157	9
158	13
159	11
160	4
161	11
162	5
163	16
164	7
165	4
166	3
167	0
168	0
169	3
170	27
171	0
172	0
173	8
174	0
175	5
176	15
177	0
178	11
179	1
180	5
181	0
182	2
183	2
184	9
185	18
186	4
187	4
188	20
189	39
190	26
191	65
192	19
193	22
194	6
195	14
196	90
197	9
198	1
199	2
200	0
201	2
202	22
203	0
204	2
205	5
206	0
207	21
208	7
209	0
210	10
211	0
212	2
213	0
214	5
215	1
216	6
217	52
218	41
219	14
220	31
221	8
222	3
223	11
224	16
225	0
226	4
227	9
228	0
229	0
230	1
231	8
232	1
233	1
234	19
235	13
236	0
237	0
238	3
239	5
240	32
241	17
242	0
243	3
244	85
245	17
246	5
247	14
248	1
249	4
250	0
251	3
252	9
253	3
254	1
255	3
256	0
257	7
258	0
259	2
260	0
261	0
262	0
263	4
264	4
265	8
266	0
267	15
268	7
269	7
270	9
271	0
272	0
273	4
274	12
275	4
276	0
277	0
278	0
279	2
280	7
281	3
282	0
283	0
284	2
285	0
286	0
287	0
288	0
289	0
290	12
291	4
292	3
293	3
294	11
295	1
296	7
297	18
298	27
299	8
300	23
301	12
302	3
303	1
304	3
305	3
306	11
307	0
308	0
309	14
310	2
311	27
312	5
313	4
314	4
315	99
316	6
317	2
318	5
319	30
320	1
321	0
322	1
323	0
324	0
325	0
326	136
327	450
328	2
329	3
330	16
331	6
332	0
333	4
334	0
335	14
336	1
337	0
338	0
339	52
340	107
341	3
342	0
343	7
344	1
345	2
346	10
347	14
348	9
349	0
350	0
351	2
352	0
353	8
354	21
355	44
356	28
357	4
358	0
359	0
360	3
361	10
362	72
363	12
364	0
365	4
366	0
367	0
368	0
369	0
370	7
371	0
372	0
373	0
374	0
375	0
376	5
377	59
378	22
379	37
380	2
381	15
382	13
383	64
384	37
385	0
386	84
387	103
388	39
389	6
390	35
391	34
392	4
393	10
394	50
395	13
396	0
397	0
398	2
399	2
400	1
401	1
402	0
403	0
404	3
405	2
406	54
407	0
408	6
409	1
410	1
411	43
412	33
413	8
414	0
415	0
416	35
417	6
418	0
419	2
420	0
421	3
422	5
423	0
424	0
425	0
426	15
427	115
428	202
429	287
430	1798
431	147
432	1
433	0
434	28
435	148
436	18
437	49
438	4
439	181
440	14
441	11
442	9
443	57
444	92
445	26
446	13
447	14
448	89
449	74
450	0
451	15
452	23
453	146
454	41
455	0
456	18
457	21
458	0
459	53
460	32
461	7
462	1
463	56
464	14
465	0
466	35
467	6
468	1
469	6
470	0
471	1
472	0
473	0
474	0
475	7
476	3
477	76
478	3
479	23
480	10
481	2
482	1
483	22
484	11
485	22
486	24
487	3
488	35
489	10
490	56
491	122
492	7
493	213
494	14
495	4
496	1
497	11
498	4
499	14
500	58
501	2
502	26
503	0
504	19
505	49
506	12
507	1
508	46
