Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 863550
Background: 333.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	24
1	29
2	21
3	70
4	97
5	44
6	57
7	267
8	87
9	187
10	267
11	448
12	128
13	98
14	335
15	317
16	100
17	132
18	157
19	101
20	459
21	557
22	621
23	540
24	394
25	482
26	715
27	571
28	684
29	617
30	620
31	518
32	424
33	415
34	812
35	974
36	1164
37	1088
38	863
39	718
40	1182
41	1393
42	1193
43	1061
44	1197
45	989
46	652
47	1250
48	1457
49	1339
50	1014
51	1048
52	1163
53	1028
54	1327
55	1541
56	1683
57	1851
58	2030
59	1338
60	1321
61	1807
62	2081
63	2444
64	2360
65	2348
66	2464
67	2392
68	3109
69	2257
70	2655
71	2854
72	3355
73	2329
74	2289
75	2608
76	2340
77	2086
78	1827
79	1775
80	1064
81	1211
82	1341
83	1708
84	1538
85	874
86	954
87	933
88	663
89	524
90	575
91	521
92	444
93	318
94	189
95	221
96	592
97	514
98	231
99	190
100	347
101	265
102	495
103	371
104	176
105	412
106	540
107	524
108	285
109	183
110	296
111	333
112	213
113	179
114	119
115	246
116	247
117	249
118	132
119	81
120	265
121	220
122	84
123	160
124	184
125	297
126	272
127	123
128	81
129	102
130	282
131	188
132	138
133	351
134	146
135	171
136	329
137	194
138	138
139	62
140	72
141	49
142	57
143	79
144	64
145	137
146	253
147	249
148	129
149	113
150	134
151	153
152	92
153	87
154	61
155	112
156	87
157	112
158	107
159	130
160	147
161	122
162	102
163	174
164	42
165	104
166	76
167	131
168	91
169	69
170	95
171	48
172	85
173	73
174	53
175	72
176	148
177	172
178	73
179	87
180	55
181	56
182	65
183	60
184	105
185	149
186	58
187	58
188	66
189	139
190	72
191	91
192	64
193	91
194	56
195	78
196	101
197	56
198	48
199	76
200	96
201	87
202	97
203	87
204	64
205	56
206	42
207	85
208	95
209	46
210	94
211	37
212	62
213	20
214	67
215	72
216	55
217	89
218	122
219	75
220	72
221	125
222	90
223	97
224	174
225	92
226	116
227	75
228	17
229	74
230	71
231	68
232	114
233	120
234	141
235	70
236	46
237	41
238	37
