Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 324681
Background: 315.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	115
1	100
2	123
3	97
4	90
5	95
6	96
7	89
8	84
9	120
10	93
11	93
12	83
13	71
14	92
15	81
16	96
17	112
18	81
19	79
20	81
21	78
22	72
23	98
24	99
25	93
26	105
27	61
28	70
29	91
30	65
31	83
32	55
33	83
34	162
35	67
36	76
37	78
38	83
39	82
40	68
41	74
42	94
43	107
44	74
45	72
46	104
47	117
48	91
49	87
50	96
51	88
52	87
53	75
54	78
55	102
56	74
57	87
58	94
59	51
60	84
61	100
62	76
63	104
64	91
65	119
66	95
67	88
68	72
69	101
70	75
71	108
72	62
73	70
74	78
75	98
76	57
77	129
78	72
79	111
80	89
81	86
82	108
83	72
84	122
85	145
86	111
87	68
88	107
89	103
90	117
91	132
92	103
93	113
94	70
95	104
96	83
97	91
98	62
99	94
100	82
101	118
102	127
103	79
104	88
105	98
106	133
107	91
108	68
109	106
110	77
111	77
112	76
113	89
114	116
115	66
116	88
117	106
118	82
119	82
120	58
121	100
122	74
123	94
124	73
125	71
126	39
127	64
128	67
129	69
130	66
131	57
132	51
133	95
134	91
135	81
136	122
137	84
138	85
139	120
140	142
141	127
142	101
143	97
144	70
145	118
146	86
147	76
148	89
149	96
150	99
151	138
152	126
153	115
154	109
155	129
156	80
157	97
158	60
159	84
160	100
161	65
162	91
163	97
164	72
165	81
166	114
167	79
168	94
169	64
170	108
171	105
172	102
173	104
174	88
175	90
176	90
177	103
178	95
179	76
180	70
181	86
182	111
183	67
184	95
185	141
186	90
187	92
188	121
189	100
190	103
191	58
192	67
193	90
194	95
195	104
196	66
197	91
198	64
199	79
200	94
201	93
202	103
203	126
204	71
205	88
206	85
207	68
208	101
209	63
210	84
211	109
212	111
213	71
214	94
215	76
216	117
217	95
218	61
219	124
220	167
221	86
222	89
223	77
224	89
225	107
226	80
227	102
228	91
229	94
230	94
231	153
