SU
Andor
Scan Type: One Motor From File
C:\Beamline Controls\BCS Setup Data\ScanFiles\Zakaria Long Pickle RIXS\CoL3.txt
X Motor: BL 8 Energy
Delay After Move (s): 0.10000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\240329\CCD Scan 16493
Time	Frame #	BL 8 Energy	Izero	Izero 2	TFY	TEY	Sample Current	Beam Current	Total Flux	Counts	Background	Filename
00:05:57	1.00000000	774.99847929	27770713.00000000	1138275.00000000	10612332.00000000	353187.00000000	0.00000000	0.00000000	0.00000000	386144.00000000	330.00000000	CoL3_16493-00001
00:10:04	2.00000000	776.00981985	27775498.00000000	1135659.00000000	10423761.00000000	375386.00000000	0.00000000	0.00000000	0.00000000	373262.00000000	330.00000000	CoL3_16493-00002
00:14:11	3.00000000	777.01929112	27723947.00000000	1134592.00000000	10692871.00000000	379025.00000000	0.00000000	0.00000000	0.00000000	348232.00000000	331.00000000	CoL3_16493-00003
00:18:18	4.00000000	777.21337412	27712827.00000000	1132361.00000000	10744894.00000000	378233.00000000	0.00000000	0.00000000	0.00000000	369451.00000000	330.00000000	CoL3_16493-00004
00:22:24	5.00000000	777.41207108	27775467.00000000	1134977.00000000	10804568.00000000	380177.00000000	0.00000000	0.00000000	0.00000000	330416.00000000	331.00000000	CoL3_16493-00005
00:26:30	6.00000000	777.60635039	27772623.00000000	1135348.00000000	10915642.00000000	382360.00000000	0.00000000	0.00000000	0.00000000	354988.00000000	331.00000000	CoL3_16493-00006
00:30:36	7.00000000	777.80524837	27828330.00000000	1137804.00000000	11060659.00000000	386195.00000000	0.00000000	0.00000000	0.00000000	380080.00000000	330.00000000	CoL3_16493-00007
00:34:42	8.00000000	778.01329600	27923043.00000000	1137755.00000000	11324331.00000000	401317.00000000	0.00000000	0.00000000	0.00000000	368433.00000000	330.00000000	CoL3_16493-00008
00:38:48	9.00000000	778.21240225	28042329.00000000	1145059.00000000	11626721.00000000	426604.00000000	0.00000000	0.00000000	0.00000000	336046.00000000	332.00000000	CoL3_16493-00009
00:42:56	10.00000000	778.40255332	28160985.00000000	1147896.00000000	11687866.00000000	433620.00000000	0.00000000	0.00000000	0.00000000	391796.00000000	331.00000000	CoL3_16493-00010
00:47:03	11.00000000	778.60185891	28188075.00000000	1149955.00000000	11702523.00000000	432954.00000000	0.00000000	0.00000000	0.00000000	321746.00000000	335.00000000	CoL3_16493-00011
00:51:09	12.00000000	778.80126659	28067568.00000000	1143381.00000000	11792670.00000000	440016.00000000	0.00000000	0.00000000	0.00000000	346729.00000000	334.00000000	CoL3_16493-00012
00:55:15	13.00000000	779.00531194	28069039.00000000	1146369.00000000	12203117.00000000	457572.00000000	0.00000000	0.00000000	0.00000000	380931.00000000	334.00000000	CoL3_16493-00013
00:59:21	14.00000000	779.20492638	28113916.00000000	1148020.00000000	12834330.00000000	472349.00000000	0.00000000	0.00000000	0.00000000	382177.00000000	335.00000000	CoL3_16493-00014
01:03:28	15.00000000	779.41826392	28140939.00000000	1150066.00000000	13436464.00000000	488146.00000000	0.00000000	0.00000000	0.00000000	339427.00000000	339.00000000	CoL3_16493-00015
01:07:35	16.00000000	779.61354745	28147565.00000000	1151988.00000000	13745599.00000000	493699.00000000	0.00000000	0.00000000	0.00000000	354979.00000000	340.00000000	CoL3_16493-00016
01:11:40	17.00000000	779.80438399	28156797.00000000	1150017.00000000	13737522.00000000	488420.00000000	0.00000000	0.00000000	0.00000000	395142.00000000	335.00000000	CoL3_16493-00017
01:15:47	18.00000000	780.00895543	16704022.00000000	688996.00000000	8519347.00000000	299343.00000000	0.00000000	0.00000000	0.00000000	256506.00000000	333.50000000	CoL3_16493-00018
01:19:52	19.00000000	780.20453512	0.00000000	11381.00000000	212289.00000000	20528.00000000	0.00000000	0.00000000	0.00000000	190139.00000000	328.00000000	CoL3_16493-00019
01:51:13	20.00000000	780.40476474	27677333.00000000	1143262.00000000	14077712.00000000	469616.00000000	0.00000000	0.00000000	0.00000000	383435.00000000	333.00000000	CoL3_16493-00020
01:55:19	21.00000000	780.60965137	27012885.00000000	1116569.00000000	13824756.00000000	452941.00000000	0.00000000	0.00000000	0.00000000	347905.00000000	335.00000000	CoL3_16493-00021
01:59:25	22.00000000	780.80553247	26705628.00000000	1107605.00000000	13800486.00000000	452725.00000000	0.00000000	0.00000000	0.00000000	340529.00000000	335.00000000	CoL3_16493-00022
02:03:31	23.00000000	781.01518857	26540531.00000000	1103252.00000000	13345398.00000000	442162.00000000	0.00000000	0.00000000	0.00000000	368939.00000000	333.00000000	CoL3_16493-00023
02:07:38	24.00000000	781.21127330	26448308.00000000	1100182.00000000	12646742.00000000	422088.00000000	0.00000000	0.00000000	0.00000000	336093.00000000	334.00000000	CoL3_16493-00024
02:11:46	25.00000000	781.41202009	26461859.00000000	1101804.00000000	12200077.00000000	410345.00000000	0.00000000	0.00000000	0.00000000	339682.00000000	332.00000000	CoL3_16493-00025
02:15:54	26.00000000	781.60373830	26413408.00000000	1100516.00000000	11802200.00000000	403713.00000000	0.00000000	0.00000000	0.00000000	317310.00000000	333.00000000	CoL3_16493-00026
02:20:00	27.00000000	781.80925510	26081836.00000000	1089808.00000000	11431588.00000000	394831.00000000	0.00000000	0.00000000	0.00000000	361057.00000000	332.00000000	CoL3_16493-00027
02:24:07	28.00000000	782.01945069	25906350.00000000	1084938.00000000	11217590.00000000	387571.00000000	0.00000000	0.00000000	0.00000000	341682.00000000	332.00000000	CoL3_16493-00028
02:28:15	29.00000000	782.51339788	25953584.00000000	1085201.00000000	10940024.00000000	381409.00000000	0.00000000	0.00000000	0.00000000	333807.00000000	331.00000000	CoL3_16493-00029
02:32:22	30.00000000	783.00338727	25951526.00000000	1087086.00000000	10831214.00000000	380045.00000000	0.00000000	0.00000000	0.00000000	324218.00000000	331.00000000	CoL3_16493-00030
02:36:30	31.00000000	783.51234296	25976061.00000000	1087773.00000000	10591377.00000000	375612.00000000	0.00000000	0.00000000	0.00000000	364309.00000000	330.00000000	CoL3_16493-00031
02:40:37	32.00000000	784.01277261	25947709.00000000	1086848.00000000	10118296.00000000	364440.00000000	0.00000000	0.00000000	0.00000000	339105.00000000	330.00000000	CoL3_16493-00032
