Instrument: Andor
X Size: 2048
Y Size: 64
Total Flux: 0.000
Total Counts: 350628
Background: 330.000000
Curvature: 0.0
Clipped to ROI: No
ROI: 1309 526 2539 1627
X	Counts
0	1
1	0
2	0
3	4
4	4
5	7
6	194
7	63
8	14
9	56
10	21
11	67
12	1
13	5
14	70
15	228
16	57
17	9
18	17
19	11
20	32
21	5
22	28
23	5
24	6
25	8
26	4
27	1
28	14
29	24
30	16
31	16
32	4
33	0
34	42
35	56
36	10
37	38
38	2
39	14
40	21
41	42
42	8
43	19
44	13
45	3
46	34
47	4
48	49
49	34
50	13
51	14
52	10
53	43
54	33
55	8
56	26
57	4
58	4
59	12
60	29
61	40
62	11
63	2
64	26
65	19
66	36
67	3
68	15
69	45
70	38
71	25
72	47
73	21
74	12
75	23
76	32
77	38
78	38
79	27
80	39
81	79
82	45
83	24
84	19
85	63
86	59
87	36
88	14
89	26
90	52
91	37
92	70
93	102
94	26
95	18
96	32
97	15
98	18
99	18
100	49
101	50
102	28
103	51
104	16
105	29
106	20
107	45
108	38
109	20
110	31
111	45
112	51
113	62
114	58
115	38
116	48
117	52
118	31
119	11
120	17
121	12
122	77
123	15
124	121
125	29
126	36
127	43
128	62
129	54
130	45
131	27
132	78
133	66
134	54
135	19
136	19
137	55
138	19
139	71
140	260
141	122
142	17
143	34
144	41
145	51
146	48
147	81
148	55
149	31
150	54
151	35
152	41
153	64
154	41
155	66
156	37
157	28
158	47
159	38
160	54
161	31
162	5
163	50
164	30
165	35
166	21
167	39
168	19
169	31
170	86
171	44
172	21
173	21
174	28
175	39
176	16
177	69
178	29
179	55
180	63
181	62
182	24
183	17
184	38
185	74
186	38
187	30
188	23
189	33
190	52
191	59
192	23
193	24
194	34
195	51
196	29
197	51
198	1
199	19
200	25
201	21
202	95
203	6
204	44
205	8
206	7
207	101
208	120
209	24
210	41
211	23
212	17
213	40
214	26
215	24
216	24
217	51
218	61
219	12
220	63
221	40
222	52
223	44
224	101
225	17
226	12
227	29
228	14
229	9
230	38
231	21
232	31
233	34
234	44
235	43
236	23
237	52
238	65
239	13
240	43
241	28
242	24
243	36
244	27
245	27
246	15
247	45
248	13
249	32
250	30
251	21
252	92
253	24
254	0
255	17
256	10
257	35
258	46
259	5
260	3
261	22
262	6
263	27
264	9
265	6
266	23
267	35
268	49
269	18
270	39
271	66
272	42
273	45
274	31
275	18
276	44
277	29
278	26
279	10
280	48
281	27
282	57
283	44
284	21
285	13
286	35
287	47
288	45
289	63
290	38
291	21
292	10
293	60
294	92
295	36
296	31
297	110
298	174
299	60
300	84
301	69
302	34
303	39
304	33
305	21
306	30
307	20
308	28
309	10
310	12
311	2
312	22
313	71
314	55
315	21
316	12
317	17
318	5
319	56
320	13
321	33
322	22
323	22
324	27
325	44
326	57
327	50
328	12
329	8
330	43
331	44
332	16
333	31
334	14
335	12
336	15
337	10
338	21
339	12
340	22
341	56
342	48
343	11
344	27
345	14
346	44
347	26
348	69
349	61
350	49
351	14
352	10
353	11
354	85
355	13
356	59
357	55
358	9
359	15
360	8
361	24
362	19
363	35
364	26
365	28
366	9
367	36
368	15
369	4
370	5
371	22
372	35
373	34
374	10
375	45
376	28
377	41
378	32
379	38
380	38
381	30
382	6
383	20
384	14
385	18
386	8
387	26
388	10
389	15
390	4
391	37
392	24
393	17
394	74
395	125
396	84
397	191
398	497
399	392
400	86
401	55
402	20
403	7
404	29
405	16
406	19
407	14
408	12
409	10
410	16
411	21
412	8
413	37
414	31
415	33
416	19
417	32
418	35
419	64
420	73
421	7
422	7
423	14
424	27
425	19
426	19
427	16
428	32
429	8
430	42
431	4
432	25
433	17
434	20
435	47
436	83
437	101
438	14
439	23
440	21
441	7
442	54
443	17
444	6
445	26
446	31
447	22
448	29
449	90
450	54
451	99
452	151
453	116
454	31
455	42
456	253
457	40
458	26
459	44
460	118
461	48
462	20
463	22
464	23
465	9
466	61
467	180
468	46
469	55
470	27
471	48
472	5
473	14
474	10
475	37
476	51
477	52
478	45
479	99
480	42
481	17
482	87
483	73
484	68
485	20
486	29
487	116
488	56
489	51
490	32
491	95
492	51
493	43
494	23
495	14
496	17
497	47
498	19
499	10
500	28
501	16
502	54
503	2
504	118
505	199
506	99
507	83
508	32
509	83
510	87
511	64
512	19
513	96
514	93
515	21
516	12
517	21
518	125
519	240
520	14
521	12
522	184
523	81
524	125
525	478
526	377
527	417
528	67
529	43
530	65
531	12
532	36
533	125
534	193
535	172
536	51
537	63
538	11
539	60
540	111
541	227
542	405
543	237
544	294
545	178
546	91
547	282
548	286
549	165
550	399
551	512
552	237
553	125
554	293
555	449
556	579
557	412
558	704
559	788
560	701
561	648
562	637
563	380
564	582
565	689
566	774
567	527
568	576
569	821
570	1221
571	1140
572	785
573	869
574	1247
575	1099
576	720
577	844
578	1310
579	1539
580	1576
581	971
582	1005
583	856
584	604
585	926
586	1521
587	1256
588	1495
589	2024
590	1868
591	1823
592	2109
593	2101
594	2074
595	2408
596	3064
597	4334
598	3432
599	3040
600	3462
601	3593
602	2732
603	4257
604	4319
605	4494
606	5233
607	4214
608	3232
609	3537
610	3209
611	3378
612	3402
613	3042
614	2943
615	2957
616	3213
617	2835
618	2380
619	2728
620	2492
621	2680
622	2405
623	2367
624	2216
625	2205
626	1857
627	1525
628	1979
629	1329
630	1192
631	1148
632	1570
633	1685
634	1547
635	1335
636	956
637	921
638	1322
639	995
640	946
641	1147
642	1416
643	1179
644	1337
645	889
646	664
647	657
648	407
649	534
650	696
651	700
652	455
653	365
654	221
655	191
656	370
657	173
658	144
659	81
660	271
661	120
662	159
663	195
664	194
665	152
666	175
667	333
668	259
669	479
670	368
671	370
672	283
673	123
674	34
675	30
676	251
677	290
678	166
679	57
680	72
681	119
682	45
683	149
684	314
685	47
686	111
687	152
688	15
689	35
690	87
691	167
692	24
693	88
694	42
695	48
696	9
697	24
698	5
699	77
700	147
701	47
702	39
703	35
704	33
705	69
706	34
707	11
708	11
709	31
710	4
711	8
712	25
713	67
714	60
715	32
716	46
717	7
718	30
719	42
720	28
721	24
722	54
723	31
724	24
725	26
726	36
727	57
728	71
729	81
730	28
731	35
732	37
733	9
734	18
735	28
736	31
737	39
738	81
739	47
740	16
741	86
742	33
743	47
744	9
745	31
746	25
747	44
748	20
749	44
750	27
751	8
752	8
753	29
754	122
755	18
756	30
757	50
758	44
759	26
760	103
761	33
762	21
763	23
764	74
765	37
766	29
767	47
768	48
769	35
770	38
771	39
772	34
773	77
774	37
775	30
776	31
777	48
778	27
779	36
780	38
781	26
782	46
783	30
784	82
785	13
786	36
787	27
788	30
789	71
790	28
791	27
792	46
793	13
794	58
795	19
796	32
797	23
798	35
799	89
800	50
801	36
802	54
803	78
804	55
805	19
806	39
807	36
808	19
809	49
810	38
811	31
812	37
813	33
814	42
815	32
816	3
817	40
818	66
819	9
820	34
821	27
822	41
823	21
824	16
825	25
826	30
827	56
828	75
829	30
830	16
831	41
832	31
833	60
834	60
835	34
836	51
837	100
838	63
839	47
840	35
841	10
842	22
843	17
844	43
845	30
846	23
847	30
848	43
849	54
850	17
851	35
852	51
853	35
854	36
855	72
856	18
857	30
858	39
859	32
860	34
861	40
862	70
863	24
864	61
865	35
866	37
867	79
868	38
869	14
870	73
871	71
872	29
873	67
874	62
875	68
876	29
877	19
878	90
879	71
880	43
881	72
882	23
883	42
884	19
885	47
886	25
887	51
888	56
889	58
890	36
891	51
892	50
893	25
894	55
895	39
896	98
897	48
898	63
899	39
900	56
901	23
902	63
903	85
904	103
905	80
906	61
907	139
908	80
909	43
910	109
911	41
912	12
913	71
914	71
915	54
916	92
917	59
918	61
919	43
920	96
921	86
922	93
923	101
924	82
925	75
926	132
927	82
928	120
929	87
930	76
931	129
932	77
933	103
934	82
935	47
936	127
937	85
938	42
939	72
940	53
941	20
942	57
943	30
944	117
945	81
946	99
947	57
948	102
949	44
950	49
951	54
952	95
953	20
954	56
955	89
956	37
957	26
958	51
959	53
960	36
961	66
962	51
963	112
964	93
965	43
966	40
967	53
968	67
969	77
970	81
971	73
972	44
973	58
974	62
975	33
976	51
977	30
978	84
979	25
980	39
981	39
982	40
983	39
984	78
985	39
986	60
987	51
988	49
989	73
990	29
991	54
992	40
993	104
994	75
995	71
996	106
997	50
998	45
999	51
1000	72
1001	53
1002	66
1003	52
1004	13
1005	80
1006	50
1007	27
1008	72
1009	56
1010	30
1011	36
1012	50
1013	37
1014	65
1015	25
1016	35
1017	51
1018	71
1019	19
1020	76
1021	43
1022	46
1023	55
1024	49
1025	41
1026	47
1027	89
1028	57
1029	72
1030	79
1031	90
1032	124
1033	53
1034	110
1035	57
1036	49
1037	66
1038	61
1039	82
1040	56
1041	31
1042	19
1043	37
1044	41
1045	55
1046	55
1047	105
1048	482
1049	320
1050	90
1051	139
1052	32
1053	74
1054	69
1055	57
1056	48
1057	63
1058	73
1059	47
1060	40
1061	62
1062	57
1063	76
1064	68
1065	45
1066	33
1067	47
1068	2
1069	61
1070	37
1071	33
1072	66
1073	61
1074	79
1075	41
1076	81
1077	124
1078	124
1079	69
1080	70
1081	77
1082	32
1083	54
1084	28
1085	34
1086	59
1087	36
1088	64
1089	60
1090	43
1091	21
1092	62
1093	29
1094	20
1095	28
1096	21
1097	62
1098	33
1099	49
1100	64
1101	109
1102	43
1103	50
1104	47
1105	65
1106	44
1107	47
1108	35
1109	66
1110	51
1111	7
1112	35
1113	41
1114	23
1115	43
1116	50
1117	58
1118	26
1119	70
1120	34
1121	48
1122	46
1123	26
1124	28
1125	32
1126	56
1127	83
1128	8
1129	32
1130	26
1131	75
1132	28
1133	46
1134	15
1135	80
1136	45
1137	56
1138	29
1139	29
1140	32
1141	39
1142	60
1143	38
1144	57
1145	26
1146	79
1147	130
1148	28
1149	20
1150	89
1151	41
1152	73
1153	49
1154	62
1155	39
1156	45
1157	54
1158	86
1159	35
1160	129
1161	96
1162	52
1163	20
1164	50
1165	45
1166	44
1167	67
1168	14
1169	36
1170	25
1171	47
1172	23
1173	57
1174	71
1175	30
1176	48
1177	94
1178	33
1179	41
1180	44
1181	34
1182	44
1183	48
1184	69
1185	44
1186	16
1187	66
1188	68
1189	35
1190	8
1191	39
1192	45
1193	55
1194	66
1195	30
1196	22
1197	49
1198	58
